,County,PCP,Year,Month
1594,Inyo County,1.02,2016,Jan
1595,Inyo County,0.56,2016,Feb
1596,Inyo County,0.29,2016,Mar
1597,Inyo County,0.98,2016,Apr
1598,Inyo County,0.26,2016,May
1599,Inyo County,0.27,2016,Jun
1600,Inyo County,0.11,2016,Jul
1601,Inyo County,0.04,2016,Aug
1602,Inyo County,0.02,2016,Sep
1603,Inyo County,0.31,2016,Oct
1604,Inyo County,0.18,2016,Noc
1605,Inyo County,0.87,2016,Dec
1606,Inyo County,3.87,2017,Jan
1607,Inyo County,1.89,2017,Feb
1608,Inyo County,0.06,2017,Mar
1609,Inyo County,0.56,2017,Apr
1610,Inyo County,0.39,2017,May
1611,Inyo County,0.01,2017,Jun
1612,Inyo County,0.12,2017,Jul
1613,Inyo County,0.31,2017,Aug
1614,Inyo County,0.31,2017,Sep
1615,Inyo County,0.0,2017,Oct
1616,Inyo County,0.15,2017,Noc
1617,Inyo County,0.01,2017,Dec
1618,Inyo County,0.91,2018,Jan
1619,Inyo County,0.13,2018,Feb
1620,Inyo County,1.16,2018,Mar
1621,Inyo County,0.25,2018,Apr
1622,Inyo County,0.24,2018,May
1623,Inyo County,0.0,2018,Jun
1624,Inyo County,0.67,2018,Jul
1625,Inyo County,0.02,2018,Aug
1626,Inyo County,0.03,2018,Sep
1627,Inyo County,0.33,2018,Oct
1628,Inyo County,0.41,2018,Noc
1629,Inyo County,0.37,2018,Dec
1630,Inyo County,1.64,2019,Jan
1631,Inyo County,2.2,2019,Feb
1632,Inyo County,2.37,2019,Mar
1633,Inyo County,0.17,2019,Apr
1634,Inyo County,1.12,2019,May
1635,Inyo County,0.04,2019,Jun
1636,Inyo County,0.07,2019,Jul
1637,Inyo County,0.15,2019,Aug
1638,Inyo County,0.03,2019,Sep
1639,Inyo County,0.0,2019,Oct
1640,Inyo County,0.99,2019,Noc
1641,Inyo County,1.22,2019,Dec
1642,Inyo County,0.05,2020,Jan
1643,Inyo County,0.25,2020,Feb
1644,Inyo County,1.24,2020,Mar
1645,Inyo County,0.96,2020,Apr
1646,Inyo County,0.05,2020,May
1647,Inyo County,0.07,2020,Jun
1648,Inyo County,0.0,2020,Jul
1649,Inyo County,0.0,2020,Aug
1650,Inyo County,0.0,2020,Sep
1651,Inyo County,0.0,2020,Oct
1652,Kern County,0.56,2011,Jan
1653,Kern County,0.97,2011,Feb
1654,Kern County,2.57,2011,Mar
1655,Kern County,0.21,2011,Apr
1656,Kern County,0.52,2011,May
1657,Kern County,0.13,2011,Jun
1658,Kern County,0.1,2011,Jul
1659,Kern County,0.02,2011,Aug
1660,Kern County,0.05,2011,Sep
1661,Kern County,0.49,2011,Oct
1662,Kern County,0.95,2011,Noc
1663,Kern County,0.14,2011,Dec
1664,Kern County,0.65,2012,Jan
1665,Kern County,0.42,2012,Feb
1666,Kern County,1.4,2012,Mar
1667,Kern County,1.54,2012,Apr
1668,Kern County,0.01,2012,May
1669,Kern County,0.0,2012,Jun
1670,Kern County,0.03,2012,Jul
1671,Kern County,0.05,2012,Aug
1672,Kern County,0.04,2012,Sep
1673,Kern County,0.15,2012,Oct
1674,Kern County,0.27,2012,Noc
1675,Kern County,1.25,2012,Dec
1676,Kern County,0.81,2013,Jan
1677,Kern County,0.43,2013,Feb
1678,Kern County,0.65,2013,Mar
1679,Kern County,0.08,2013,Apr
1680,Kern County,0.14,2013,May
1681,Kern County,0.0,2013,Jun
1682,Kern County,0.11,2013,Jul
1683,Kern County,0.13,2013,Aug
1684,Kern County,0.06,2013,Sep
1685,Kern County,0.09,2013,Oct
1686,Kern County,0.83,2013,Noc
1687,Kern County,0.27,2013,Dec
1688,Kern County,0.16,2014,Jan
1689,Kern County,0.9,2014,Feb
1690,Kern County,0.98,2014,Mar
1691,Kern County,0.59,2014,Apr
1692,Kern County,0.19,2014,May
1693,Kern County,0.0,2014,Jun
1694,Kern County,0.0,2014,Jul
1695,Kern County,0.09,2014,Aug
1696,Kern County,0.01,2014,Sep
1697,Kern County,0.04,2014,Oct
1698,Kern County,0.42,2014,Noc
1699,Kern County,2.79,2014,Dec
1700,Kern County,0.81,2015,Jan
1701,Kern County,0.86,2015,Feb
1702,Kern County,0.31,2015,Mar
1703,Kern County,0.21,2015,Apr
1704,Kern County,0.5,2015,May
1705,Kern County,0.05,2015,Jun
1706,Kern County,0.5,2015,Jul
1707,Kern County,0.0,2015,Aug
1708,Kern County,0.18,2015,Sep
1709,Kern County,0.58,2015,Oct
1710,Kern County,0.76,2015,Noc
1711,Kern County,0.8,2015,Dec
1712,Kern County,2.49,2016,Jan
1713,Kern County,0.7,2016,Feb
1714,Kern County,1.09,2016,Mar
1715,Kern County,0.92,2016,Apr
1716,Kern County,0.3,2016,May
1717,Kern County,0.0,2016,Jun
1718,Kern County,0.0,2016,Jul
1719,Kern County,0.0,2016,Aug
1720,Kern County,0.0,2016,Sep
1721,Kern County,0.42,2016,Oct
1722,Kern County,0.73,2016,Noc
1723,Kern County,2.56,2016,Dec
1724,Kern County,5.12,2017,Jan
1725,Kern County,3.05,2017,Feb
1726,Kern County,0.45,2017,Mar
1727,Kern County,0.25,2017,Apr
1728,Kern County,0.18,2017,May
1729,Kern County,0.01,2017,Jun
1730,Kern County,0.01,2017,Jul
1731,Kern County,0.05,2017,Aug
1732,Kern County,0.32,2017,Sep
1733,Kern County,0.01,2017,Oct
1734,Kern County,0.2,2017,Noc
1735,Kern County,0.03,2017,Dec
1736,Kern County,1.53,2018,Jan
1737,Kern County,0.35,2018,Feb
1738,Kern County,2.67,2018,Mar
1739,Kern County,0.31,2018,Apr
1740,Kern County,0.11,2018,May
1741,Kern County,0.0,2018,Jun
1742,Kern County,0.08,2018,Jul
1743,Kern County,0.0,2018,Aug
1744,Kern County,0.0,2018,Sep
1745,Kern County,0.06,2018,Oct
1746,Kern County,0.82,2018,Noc
1747,Kern County,1.1,2018,Dec
1748,Kern County,2.8,2019,Jan
1749,Kern County,2.95,2019,Feb
1750,Kern County,2.12,2019,Mar
1751,Kern County,0.24,2019,Apr
1752,Kern County,1.26,2019,May
1753,Kern County,0.1,2019,Jun
1754,Kern County,0.01,2019,Jul
1755,Kern County,0.0,2019,Aug
1756,Kern County,0.01,2019,Sep
1757,Kern County,0.0,2019,Oct
1758,Kern County,1.47,2019,Noc
1759,Kern County,2.36,2019,Dec
1760,Kern County,0.31,2020,Jan
1761,Kern County,0.14,2020,Feb
1762,Kern County,2.39,2020,Mar
1763,Kern County,2.12,2020,Apr
1764,Kern County,0.13,2020,May
1765,Kern County,0.05,2020,Jun
1766,Kern County,0.0,2020,Jul
1767,Kern County,0.02,2020,Aug
1768,Kern County,0.0,2020,Sep
1769,Kern County,0.0,2020,Oct
1770,Kings County,1.22,2011,Jan
1771,Kings County,1.04,2011,Feb
1772,Kings County,2.47,2011,Mar
1773,Kings County,0.23,2011,Apr
1774,Kings County,0.3,2011,May
1775,Kings County,0.3,2011,Jun
1776,Kings County,0.0,2011,Jul
1777,Kings County,0.01,2011,Aug
1778,Kings County,0.01,2011,Sep
1779,Kings County,0.36,2011,Oct
1780,Kings County,1.03,2011,Noc
1781,Kings County,0.01,2011,Dec
1782,Kings County,0.52,2012,Jan
1783,Kings County,0.26,2012,Feb
1784,Kings County,1.47,2012,Mar
1785,Kings County,1.28,2012,Apr
1786,Kings County,0.01,2012,May
1787,Kings County,0.01,2012,Jun
1788,Kings County,0.0,2012,Jul
1789,Kings County,0.0,2012,Aug
1790,Kings County,0.0,2012,Sep
1791,Kings County,0.26,2012,Oct
1792,Kings County,0.37,2012,Noc
1793,Kings County,1.42,2012,Dec
1794,Kings County,0.34,2013,Jan
1795,Kings County,0.46,2013,Feb
1796,Kings County,0.85,2013,Mar
1797,Kings County,0.06,2013,Apr
1798,Kings County,0.32,2013,May
1799,Kings County,0.0,2013,Jun
1800,Kings County,0.01,2013,Jul
1801,Kings County,0.0,2013,Aug
1802,Kings County,0.0,2013,Sep
1803,Kings County,0.01,2013,Oct
1804,Kings County,0.23,2013,Noc
1805,Kings County,0.09,2013,Dec
1806,Kings County,0.11,2014,Jan
1807,Kings County,1.36,2014,Feb
1808,Kings County,0.73,2014,Mar
1809,Kings County,0.24,2014,Apr
1810,Kings County,0.01,2014,May
1811,Kings County,0.0,2014,Jun
1812,Kings County,0.0,2014,Jul
1813,Kings County,0.0,2014,Aug
1814,Kings County,0.01,2014,Sep
1815,Kings County,0.34,2014,Oct
1816,Kings County,0.89,2014,Noc
1817,Kings County,2.46,2014,Dec
1818,Kings County,0.17,2015,Jan
1819,Kings County,0.72,2015,Feb
1820,Kings County,0.25,2015,Mar
1821,Kings County,0.48,2015,Apr
1822,Kings County,0.28,2015,May
1823,Kings County,0.03,2015,Jun
1824,Kings County,0.08,2015,Jul
1825,Kings County,0.01,2015,Aug
1826,Kings County,0.01,2015,Sep
1827,Kings County,0.58,2015,Oct
1828,Kings County,0.79,2015,Noc
1829,Kings County,1.18,2015,Dec
1830,Kings County,2.39,2016,Jan
1831,Kings County,0.35,2016,Feb
1832,Kings County,1.18,2016,Mar
1833,Kings County,0.48,2016,Apr
1834,Kings County,0.24,2016,May
1835,Kings County,0.03,2016,Jun
1836,Kings County,0.0,2016,Jul
1837,Kings County,0.0,2016,Aug
1838,Kings County,0.0,2016,Sep
1839,Kings County,0.74,2016,Oct
1840,Kings County,0.87,2016,Noc
1841,Kings County,1.33,2016,Dec
1842,Kings County,3.74,2017,Jan
1843,Kings County,2.57,2017,Feb
1844,Kings County,0.61,2017,Mar
1845,Kings County,0.7,2017,Apr
1846,Kings County,0.34,2017,May
1847,Kings County,0.01,2017,Jun
1848,Kings County,0.0,2017,Jul
1849,Kings County,0.0,2017,Aug
1850,Kings County,0.07,2017,Sep
1851,Kings County,0.03,2017,Oct
1852,Kings County,0.1,2017,Noc
1853,Kings County,0.04,2017,Dec
1854,Kings County,1.08,2018,Jan
1855,Kings County,0.17,2018,Feb
1856,Kings County,2.26,2018,Mar
1857,Kings County,0.34,2018,Apr
1858,Kings County,0.0,2018,May
1859,Kings County,0.0,2018,Jun
1860,Kings County,0.0,2018,Jul
1861,Kings County,0.0,2018,Aug
1862,Kings County,0.0,2018,Sep
1863,Kings County,0.08,2018,Oct
1864,Kings County,1.27,2018,Noc
1865,Kings County,0.41,2018,Dec
1866,Kings County,1.66,2019,Jan
1867,Kings County,2.21,2019,Feb
1868,Kings County,1.37,2019,Mar
1869,Kings County,0.29,2019,Apr
1870,Kings County,1.36,2019,May
1871,Kings County,0.09,2019,Jun
1872,Kings County,0.0,2019,Jul
1873,Kings County,0.0,2019,Aug
1874,Kings County,0.0,2019,Sep
1875,Kings County,0.0,2019,Oct
1876,Kings County,0.77,2019,Noc
1877,Kings County,1.94,2019,Dec
1878,Kings County,0.55,2020,Jan
1879,Kings County,0.01,2020,Feb
1880,Kings County,2.07,2020,Mar
1881,Kings County,1.29,2020,Apr
1882,Kings County,0.06,2020,May
1883,Kings County,0.0,2020,Jun
1884,Kings County,0.0,2020,Jul
1885,Kings County,0.0,2020,Aug
1886,Kings County,0.0,2020,Sep
1887,Kings County,0.0,2020,Oct
1888,Lake County,3.14,2011,Jan
1889,Lake County,7.4,2011,Feb
1890,Lake County,13.49,2011,Mar
1891,Lake County,1.13,2011,Apr
1892,Lake County,2.62,2011,May
1893,Lake County,1.73,2011,Jun
1894,Lake County,0.01,2011,Jul
1895,Lake County,0.0,2011,Aug
1896,Lake County,0.02,2011,Sep
1897,Lake County,3.76,2011,Oct
1898,Lake County,3.54,2011,Noc
1899,Lake County,0.45,2011,Dec
1900,Lake County,8.16,2012,Jan
1901,Lake County,2.71,2012,Feb
1902,Lake County,10.42,2012,Mar
1903,Lake County,3.29,2012,Apr
1904,Lake County,0.23,2012,May
1905,Lake County,0.09,2012,Jun
1906,Lake County,0.0,2012,Jul
1907,Lake County,0.01,2012,Aug
1908,Lake County,0.0,2012,Sep
1909,Lake County,2.03,2012,Oct
1910,Lake County,11.35,2012,Noc
1911,Lake County,15.62,2012,Dec
1912,Lake County,2.01,2013,Jan
1913,Lake County,1.06,2013,Feb
1914,Lake County,3.02,2013,Mar
1915,Lake County,1.5,2013,Apr
1916,Lake County,0.41,2013,May
1917,Lake County,1.11,2013,Jun
1918,Lake County,0.04,2013,Jul
1919,Lake County,0.01,2013,Aug
1920,Lake County,1.17,2013,Sep
1921,Lake County,0.0,2013,Oct
1922,Lake County,1.4,2013,Noc
1923,Lake County,0.62,2013,Dec
1924,Lake County,0.58,2014,Jan
1925,Lake County,11.62,2014,Feb
1926,Lake County,8.31,2014,Mar
1927,Lake County,2.04,2014,Apr
1928,Lake County,0.11,2014,May
1929,Lake County,0.0,2014,Jun
1930,Lake County,0.0,2014,Jul
1931,Lake County,0.2,2014,Aug
1932,Lake County,1.01,2014,Sep
1933,Lake County,1.52,2014,Oct
1934,Lake County,4.88,2014,Noc
1935,Lake County,18.23,2014,Dec
1936,Lake County,0.46,2015,Jan
1937,Lake County,6.44,2015,Feb
1938,Lake County,0.55,2015,Mar
1939,Lake County,2.52,2015,Apr
1940,Lake County,0.21,2015,May
1941,Lake County,0.08,2015,Jun
1942,Lake County,0.17,2015,Jul
1943,Lake County,0.15,2015,Aug
1944,Lake County,0.72,2015,Sep
1945,Lake County,0.26,2015,Oct
1946,Lake County,2.42,2015,Noc
1947,Lake County,11.38,2015,Dec
1948,Lake County,14.73,2016,Jan
1949,Lake County,2.02,2016,Feb
1950,Lake County,14.0,2016,Mar
1951,Lake County,1.35,2016,Apr
1952,Lake County,0.93,2016,May
1953,Lake County,0.26,2016,Jun
1954,Lake County,0.0,2016,Jul
1955,Lake County,0.0,2016,Aug
1956,Lake County,0.0,2016,Sep
1957,Lake County,7.48,2016,Oct
1958,Lake County,5.18,2016,Noc
1959,Lake County,9.39,2016,Dec
1960,Lake County,22.13,2017,Jan
1961,Lake County,17.09,2017,Feb
1962,Lake County,4.67,2017,Mar
1963,Lake County,5.61,2017,Apr
1964,Lake County,0.03,2017,May
1965,Lake County,0.28,2017,Jun
1966,Lake County,0.0,2017,Jul
1967,Lake County,0.0,2017,Aug
1968,Lake County,0.04,2017,Sep
1969,Lake County,0.42,2017,Oct
1970,Lake County,6.45,2017,Noc
1971,Lake County,0.27,2017,Dec
1972,Lake County,8.1,2018,Jan
1973,Lake County,0.56,2018,Feb
1974,Lake County,7.41,2018,Mar
1975,Lake County,5.53,2018,Apr
1976,Lake County,0.24,2018,May
1977,Lake County,0.01,2018,Jun
1978,Lake County,0.0,2018,Jul
1979,Lake County,0.0,2018,Aug
1980,Lake County,0.16,2018,Sep
1981,Lake County,1.41,2018,Oct
1982,Lake County,5.89,2018,Noc
1983,Lake County,5.06,2018,Dec
1984,Lake County,11.76,2019,Jan
1985,Lake County,20.47,2019,Feb
1986,Lake County,8.86,2019,Mar
1987,Lake County,1.9,2019,Apr
1988,Lake County,5.15,2019,May
1989,Lake County,0.01,2019,Jun
1990,Lake County,0.0,2019,Jul
1991,Lake County,0.26,2019,Aug
1992,Lake County,0.35,2019,Sep
1993,Lake County,0.07,2019,Oct
1994,Lake County,1.66,2019,Noc
1995,Lake County,10.46,2019,Dec
1996,Lake County,5.04,2020,Jan
1997,Lake County,0.02,2020,Feb
1998,Lake County,2.22,2020,Mar
1999,Lake County,1.41,2020,Apr
2000,Lake County,2.58,2020,May
2001,Lake County,0.02,2020,Jun
2002,Lake County,0.0,2020,Jul
2003,Lake County,0.36,2020,Aug
2004,Lake County,0.0,2020,Sep
2005,Lake County,0.03,2020,Oct
2006,Lassen County,0.55,2011,Jan
2007,Lassen County,2.76,2011,Feb
2008,Lassen County,4.41,2011,Mar
2009,Lassen County,2.18,2011,Apr
2010,Lassen County,2.41,2011,May
2011,Lassen County,1.84,2011,Jun
2012,Lassen County,0.02,2011,Jul
2013,Lassen County,0.0,2011,Aug
2014,Lassen County,0.23,2011,Sep
2015,Lassen County,1.16,2011,Oct
2016,Lassen County,0.91,2011,Noc
2017,Lassen County,0.21,2011,Dec
2018,Lassen County,2.6,2012,Jan
2019,Lassen County,1.14,2012,Feb
2020,Lassen County,3.62,2012,Mar
2021,Lassen County,2.25,2012,Apr
2022,Lassen County,0.54,2012,May
2023,Lassen County,0.79,2012,Jun
2024,Lassen County,0.16,2012,Jul
2025,Lassen County,0.05,2012,Aug
2026,Lassen County,0.03,2012,Sep
2027,Lassen County,0.95,2012,Oct
2028,Lassen County,3.77,2012,Noc
2029,Lassen County,5.74,2012,Dec
2030,Lassen County,1.03,2013,Jan
2031,Lassen County,0.3,2013,Feb
2032,Lassen County,0.69,2013,Mar
2033,Lassen County,0.92,2013,Apr
2034,Lassen County,1.33,2013,May
2035,Lassen County,1.06,2013,Jun
2036,Lassen County,0.58,2013,Jul
2037,Lassen County,0.67,2013,Aug
2038,Lassen County,0.52,2013,Sep
2039,Lassen County,0.41,2013,Oct
2040,Lassen County,0.81,2013,Noc
2041,Lassen County,0.23,2013,Dec
2042,Lassen County,0.75,2014,Jan
2043,Lassen County,3.08,2014,Feb
2044,Lassen County,3.64,2014,Mar
2045,Lassen County,1.32,2014,Apr
2046,Lassen County,1.04,2014,May
2047,Lassen County,0.22,2014,Jun
2048,Lassen County,0.27,2014,Jul
2049,Lassen County,0.8,2014,Aug
2050,Lassen County,0.52,2014,Sep
2051,Lassen County,1.11,2014,Oct
2052,Lassen County,1.97,2014,Noc
2053,Lassen County,5.58,2014,Dec
2054,Lassen County,0.13,2015,Jan
2055,Lassen County,2.57,2015,Feb
2056,Lassen County,0.57,2015,Mar
2057,Lassen County,0.91,2015,Apr
2058,Lassen County,2.72,2015,May
2059,Lassen County,0.74,2015,Jun
2060,Lassen County,1.36,2015,Jul
2061,Lassen County,0.05,2015,Aug
2062,Lassen County,0.31,2015,Sep
2063,Lassen County,1.08,2015,Oct
2064,Lassen County,2.23,2015,Noc
2065,Lassen County,4.56,2015,Dec
2066,Lassen County,5.09,2016,Jan
2067,Lassen County,1.07,2016,Feb
2068,Lassen County,3.62,2016,Mar
2069,Lassen County,1.79,2016,Apr
2070,Lassen County,2.05,2016,May
2071,Lassen County,0.56,2016,Jun
2072,Lassen County,0.02,2016,Jul
2073,Lassen County,0.04,2016,Aug
2074,Lassen County,0.04,2016,Sep
2075,Lassen County,3.71,2016,Oct
2076,Lassen County,1.56,2016,Noc
2077,Lassen County,4.08,2016,Dec
2078,Lassen County,7.83,2017,Jan
2079,Lassen County,7.03,2017,Feb
2080,Lassen County,2.41,2017,Mar
2081,Lassen County,3.78,2017,Apr
2082,Lassen County,0.53,2017,May
2083,Lassen County,0.66,2017,Jun
2084,Lassen County,0.16,2017,Jul
2085,Lassen County,0.79,2017,Aug
2086,Lassen County,0.5,2017,Sep
2087,Lassen County,0.58,2017,Oct
2088,Lassen County,3.73,2017,Noc
2089,Lassen County,0.47,2017,Dec
2090,Lassen County,2.65,2018,Jan
2091,Lassen County,0.48,2018,Feb
2092,Lassen County,3.44,2018,Mar
2093,Lassen County,3.69,2018,Apr
2094,Lassen County,2.79,2018,May
2095,Lassen County,0.32,2018,Jun
2096,Lassen County,0.07,2018,Jul
2097,Lassen County,0.01,2018,Aug
2098,Lassen County,0.0,2018,Sep
2099,Lassen County,1.08,2018,Oct
2100,Lassen County,1.98,2018,Noc
2101,Lassen County,2.37,2018,Dec
2102,Lassen County,4.32,2019,Jan
2103,Lassen County,6.4,2019,Feb
2104,Lassen County,2.9,2019,Mar
2105,Lassen County,2.15,2019,Apr
2106,Lassen County,3.1,2019,May
2107,Lassen County,0.46,2019,Jun
2108,Lassen County,0.04,2019,Jul
2109,Lassen County,0.22,2019,Aug
2110,Lassen County,1.76,2019,Sep
2111,Lassen County,0.17,2019,Oct
2112,Lassen County,0.29,2019,Noc
2113,Lassen County,3.76,2019,Dec
2114,Lassen County,2.27,2020,Jan
2115,Lassen County,0.07,2020,Feb
2116,Lassen County,2.06,2020,Mar
2117,Lassen County,0.91,2020,Apr
2118,Lassen County,1.48,2020,May
2119,Lassen County,0.42,2020,Jun
2120,Lassen County,0.1,2020,Jul
2121,Lassen County,0.07,2020,Aug
2122,Lassen County,0.0,2020,Sep
2123,Lassen County,0.19,2020,Oct
2124,Los Angeles County,0.67,2011,Jan
2125,Los Angeles County,2.67,2011,Feb
2126,Los Angeles County,4.57,2011,Mar
2127,Los Angeles County,0.12,2011,Apr
2128,Los Angeles County,0.45,2011,May
2129,Los Angeles County,0.05,2011,Jun
2130,Los Angeles County,0.1,2011,Jul
2131,Los Angeles County,0.0,2011,Aug
2132,Los Angeles County,0.15,2011,Sep
2133,Los Angeles County,0.8,2011,Oct
2134,Los Angeles County,1.67,2011,Noc
2135,Los Angeles County,0.78,2011,Dec
2136,Los Angeles County,0.85,2012,Jan
2137,Los Angeles County,0.49,2012,Feb
2138,Los Angeles County,2.45,2012,Mar
2139,Los Angeles County,1.97,2012,Apr
2140,Los Angeles County,0.03,2012,May
2141,Los Angeles County,0.0,2012,Jun
2142,Los Angeles County,0.03,2012,Jul
2143,Los Angeles County,0.09,2012,Aug
2144,Los Angeles County,0.1,2012,Sep
2145,Los Angeles County,0.22,2012,Oct
2146,Los Angeles County,0.93,2012,Noc
2147,Los Angeles County,2.15,2012,Dec
2148,Los Angeles County,1.29,2013,Jan
2149,Los Angeles County,0.48,2013,Feb
2150,Los Angeles County,0.75,2013,Mar
2151,Los Angeles County,0.03,2013,Apr
2152,Los Angeles County,0.55,2013,May
2153,Los Angeles County,0.0,2013,Jun
2154,Los Angeles County,0.13,2013,Jul
2155,Los Angeles County,0.04,2013,Aug
2156,Los Angeles County,0.01,2013,Sep
2157,Los Angeles County,0.23,2013,Oct
2158,Los Angeles County,1.13,2013,Noc
2159,Los Angeles County,0.31,2013,Dec
2160,Los Angeles County,0.07,2014,Jan
2161,Los Angeles County,2.76,2014,Feb
2162,Los Angeles County,1.26,2014,Mar
2163,Los Angeles County,0.51,2014,Apr
2164,Los Angeles County,0.17,2014,May
2165,Los Angeles County,0.0,2014,Jun
2166,Los Angeles County,0.01,2014,Jul
2167,Los Angeles County,0.14,2014,Aug
2168,Los Angeles County,0.05,2014,Sep
2169,Los Angeles County,0.1,2014,Oct
2170,Los Angeles County,0.55,2014,Noc
2171,Los Angeles County,4.7,2014,Dec
2172,Los Angeles County,1.39,2015,Jan
2173,Los Angeles County,0.78,2015,Feb
2174,Los Angeles County,0.64,2015,Mar
2175,Los Angeles County,0.23,2015,Apr
2176,Los Angeles County,0.72,2015,May
2177,Los Angeles County,0.04,2015,Jun
2178,Los Angeles County,0.36,2015,Jul
2179,Los Angeles County,0.01,2015,Aug
2180,Los Angeles County,1.0,2015,Sep
2181,Los Angeles County,0.6,2015,Oct
2182,Los Angeles County,0.29,2015,Noc
2183,Los Angeles County,1.05,2015,Dec
2184,Los Angeles County,3.47,2016,Jan
2185,Los Angeles County,0.84,2016,Feb
2186,Los Angeles County,1.93,2016,Mar
2187,Los Angeles County,0.43,2016,Apr
2188,Los Angeles County,0.31,2016,May
2189,Los Angeles County,0.01,2016,Jun
2190,Los Angeles County,0.0,2016,Jul
2191,Los Angeles County,0.0,2016,Aug
2192,Los Angeles County,0.01,2016,Sep
2193,Los Angeles County,0.48,2016,Oct
2194,Los Angeles County,1.08,2016,Noc
2195,Los Angeles County,4.03,2016,Dec
2196,Los Angeles County,7.83,2017,Jan
2197,Los Angeles County,4.64,2017,Feb
2198,Los Angeles County,0.28,2017,Mar
2199,Los Angeles County,0.11,2017,Apr
2200,Los Angeles County,0.36,2017,May
2201,Los Angeles County,0.03,2017,Jun
2202,Los Angeles County,0.01,2017,Jul
2203,Los Angeles County,0.09,2017,Aug
2204,Los Angeles County,0.24,2017,Sep
2205,Los Angeles County,0.02,2017,Oct
2206,Los Angeles County,0.07,2017,Noc
2207,Los Angeles County,0.01,2017,Dec
2208,Los Angeles County,2.12,2018,Jan
2209,Los Angeles County,0.37,2018,Feb
2210,Los Angeles County,3.8,2018,Mar
2211,Los Angeles County,0.06,2018,Apr
2212,Los Angeles County,0.17,2018,May
2213,Los Angeles County,0.0,2018,Jun
2214,Los Angeles County,0.01,2018,Jul
2215,Los Angeles County,0.0,2018,Aug
2216,Los Angeles County,0.0,2018,Sep
2217,Los Angeles County,0.4,2018,Oct
2218,Los Angeles County,1.45,2018,Noc
2219,Los Angeles County,2.41,2018,Dec
2220,Los Angeles County,5.64,2019,Jan
2221,Los Angeles County,6.38,2019,Feb
2222,Los Angeles County,2.65,2019,Mar
2223,Los Angeles County,0.14,2019,Apr
2224,Los Angeles County,1.19,2019,May
2225,Los Angeles County,0.03,2019,Jun
2226,Los Angeles County,0.01,2019,Jul
2227,Los Angeles County,0.0,2019,Aug
2228,Los Angeles County,0.04,2019,Sep
2229,Los Angeles County,0.0,2019,Oct
2230,Los Angeles County,2.36,2019,Noc
2231,Los Angeles County,4.96,2019,Dec
2232,Los Angeles County,0.24,2020,Jan
2233,Los Angeles County,0.14,2020,Feb
2234,Los Angeles County,4.9,2020,Mar
2235,Los Angeles County,3.81,2020,Apr
2236,Los Angeles County,0.16,2020,May
2237,Los Angeles County,0.01,2020,Jun
2238,Los Angeles County,0.0,2020,Jul
2239,Los Angeles County,0.02,2020,Aug
2240,Los Angeles County,0.0,2020,Sep
2241,Los Angeles County,0.0,2020,Oct
2242,Madera County,2.23,2011,Jan
2243,Madera County,3.54,2011,Feb
2244,Madera County,7.9,2011,Mar
2245,Madera County,0.84,2011,Apr
2246,Madera County,1.48,2011,May
2247,Madera County,1.2,2011,Jun
2248,Madera County,0.1,2011,Jul
2249,Madera County,0.04,2011,Aug
2250,Madera County,0.23,2011,Sep
2251,Madera County,1.41,2011,Oct
2252,Madera County,1.05,2011,Noc
2253,Madera County,0.03,2011,Dec
2254,Madera County,2.81,2012,Jan
2255,Madera County,0.86,2012,Feb
2256,Madera County,3.94,2012,Mar
2257,Madera County,2.58,2012,Apr
2258,Madera County,0.06,2012,May
2259,Madera County,0.22,2012,Jun
2260,Madera County,0.03,2012,Jul
2261,Madera County,0.14,2012,Aug
2262,Madera County,0.01,2012,Sep
2263,Madera County,0.6,2012,Oct
2264,Madera County,2.9,2012,Noc
2265,Madera County,6.6,2012,Dec
2266,Madera County,1.13,2013,Jan
2267,Madera County,0.79,2013,Feb
2268,Madera County,1.19,2013,Mar
2269,Madera County,0.87,2013,Apr
2270,Madera County,0.44,2013,May
2271,Madera County,0.05,2013,Jun
2272,Madera County,0.13,2013,Jul
2273,Madera County,0.07,2013,Aug
2274,Madera County,0.28,2013,Sep
2275,Madera County,0.4,2013,Oct
2276,Madera County,0.58,2013,Noc
2277,Madera County,0.71,2013,Dec
2278,Madera County,0.92,2014,Jan
2279,Madera County,2.87,2014,Feb
2280,Madera County,1.94,2014,Mar
2281,Madera County,1.59,2014,Apr
2282,Madera County,0.24,2014,May
2283,Madera County,0.02,2014,Jun
2284,Madera County,0.21,2014,Jul
2285,Madera County,0.12,2014,Aug
2286,Madera County,0.47,2014,Sep
2287,Madera County,0.14,2014,Oct
2288,Madera County,1.39,2014,Noc
2289,Madera County,4.05,2014,Dec
2290,Madera County,0.16,2015,Jan
2291,Madera County,1.82,2015,Feb
2292,Madera County,0.25,2015,Mar
2293,Madera County,1.69,2015,Apr
2294,Madera County,0.91,2015,May
2295,Madera County,0.14,2015,Jun
2296,Madera County,0.51,2015,Jul
2297,Madera County,0.02,2015,Aug
2298,Madera County,0.28,2015,Sep
2299,Madera County,1.22,2015,Oct
2300,Madera County,3.05,2015,Noc
2301,Madera County,4.37,2015,Dec
2302,Madera County,6.12,2016,Jan
2303,Madera County,1.13,2016,Feb
2304,Madera County,4.57,2016,Mar
2305,Madera County,2.53,2016,Apr
2306,Madera County,0.63,2016,May
2307,Madera County,0.23,2016,Jun
