,County,PCP,Year,Month
3283,Napa County,14.41,2019,Feb
3284,Napa County,6.18,2019,Mar
3285,Napa County,0.96,2019,Apr
3286,Napa County,3.48,2019,May
3287,Napa County,0.0,2019,Jun
3288,Napa County,0.01,2019,Jul
3289,Napa County,0.0,2019,Aug
3290,Napa County,0.07,2019,Sep
3291,Napa County,0.0,2019,Oct
3292,Napa County,1.03,2019,Noc
3293,Napa County,8.67,2019,Dec
3294,Napa County,2.71,2020,Jan
3295,Napa County,0.01,2020,Feb
3296,Napa County,1.5,2020,Mar
3297,Napa County,1.16,2020,Apr
3298,Napa County,1.39,2020,May
3299,Napa County,0.0,2020,Jun
3300,Napa County,0.0,2020,Jul
3301,Napa County,0.1,2020,Aug
3302,Napa County,0.0,2020,Sep
3303,Napa County,0.0,2020,Oct
3304,Nevada County,2.16,2011,Jan
3305,Nevada County,7.13,2011,Feb
3306,Nevada County,17.28,2011,Mar
3307,Nevada County,3.06,2011,Apr
3308,Nevada County,3.49,2011,May
3309,Nevada County,3.05,2011,Jun
3310,Nevada County,0.11,2011,Jul
3311,Nevada County,0.02,2011,Aug
3312,Nevada County,0.56,2011,Sep
3313,Nevada County,3.99,2011,Oct
3314,Nevada County,2.44,2011,Noc
3315,Nevada County,0.18,2011,Dec
3316,Nevada County,7.41,2012,Jan
3317,Nevada County,3.03,2012,Feb
3318,Nevada County,13.78,2012,Mar
3319,Nevada County,6.53,2012,Apr
3320,Nevada County,0.63,2012,May
3321,Nevada County,1.17,2012,Jun
3322,Nevada County,0.26,2012,Jul
3323,Nevada County,0.23,2012,Aug
3324,Nevada County,0.08,2012,Sep
3325,Nevada County,2.8,2012,Oct
3326,Nevada County,11.77,2012,Noc
3327,Nevada County,15.16,2012,Dec
3328,Nevada County,1.18,2013,Jan
3329,Nevada County,0.66,2013,Feb
3330,Nevada County,3.37,2013,Mar
3331,Nevada County,1.43,2013,Apr
3332,Nevada County,1.53,2013,May
3333,Nevada County,1.73,2013,Jun
3334,Nevada County,0.07,2013,Jul
3335,Nevada County,0.05,2013,Aug
3336,Nevada County,1.99,2013,Sep
3337,Nevada County,0.81,2013,Oct
3338,Nevada County,1.67,2013,Noc
3339,Nevada County,1.07,2013,Dec
3340,Nevada County,2.01,2014,Jan
3341,Nevada County,12.91,2014,Feb
3342,Nevada County,7.86,2014,Mar
3343,Nevada County,2.82,2014,Apr
3344,Nevada County,0.96,2014,May
3345,Nevada County,0.0,2014,Jun
3346,Nevada County,0.28,2014,Jul
3347,Nevada County,0.69,2014,Aug
3348,Nevada County,1.09,2014,Sep
3349,Nevada County,1.96,2014,Oct
3350,Nevada County,4.97,2014,Noc
3351,Nevada County,12.87,2014,Dec
3352,Nevada County,0.11,2015,Jan
3353,Nevada County,6.73,2015,Feb
3354,Nevada County,0.9,2015,Mar
3355,Nevada County,3.29,2015,Apr
3356,Nevada County,1.46,2015,May
3357,Nevada County,0.63,2015,Jun
3358,Nevada County,0.46,2015,Jul
3359,Nevada County,0.1,2015,Aug
3360,Nevada County,0.19,2015,Sep
3361,Nevada County,1.64,2015,Oct
3362,Nevada County,5.11,2015,Noc
3363,Nevada County,11.46,2015,Dec
3364,Nevada County,14.36,2016,Jan
3365,Nevada County,2.29,2016,Feb
3366,Nevada County,14.62,2016,Mar
3367,Nevada County,3.18,2016,Apr
3368,Nevada County,2.09,2016,May
3369,Nevada County,0.15,2016,Jun
3370,Nevada County,0.0,2016,Jul
3371,Nevada County,0.04,2016,Aug
3372,Nevada County,0.04,2016,Sep
3373,Nevada County,12.31,2016,Oct
3374,Nevada County,5.48,2016,Noc
3375,Nevada County,11.22,2016,Dec
3376,Nevada County,26.44,2017,Jan
3377,Nevada County,23.27,2017,Feb
3378,Nevada County,6.55,2017,Mar
3379,Nevada County,9.37,2017,Apr
3380,Nevada County,0.8,2017,May
3381,Nevada County,0.65,2017,Jun
3382,Nevada County,0.01,2017,Jul
3383,Nevada County,0.2,2017,Aug
3384,Nevada County,0.89,2017,Sep
3385,Nevada County,0.95,2017,Oct
3386,Nevada County,12.54,2017,Noc
3387,Nevada County,0.92,2017,Dec
3388,Nevada County,8.09,2018,Jan
3389,Nevada County,1.35,2018,Feb
3390,Nevada County,15.52,2018,Mar
3391,Nevada County,5.49,2018,Apr
3392,Nevada County,2.13,2018,May
3393,Nevada County,0.14,2018,Jun
3394,Nevada County,0.07,2018,Jul
3395,Nevada County,0.0,2018,Aug
3396,Nevada County,0.02,2018,Sep
3397,Nevada County,0.89,2018,Oct
3398,Nevada County,7.25,2018,Noc
3399,Nevada County,4.41,2018,Dec
3400,Nevada County,12.94,2019,Jan
3401,Nevada County,21.56,2019,Feb
3402,Nevada County,7.97,2019,Mar
3403,Nevada County,3.29,2019,Apr
3404,Nevada County,5.76,2019,May
3405,Nevada County,0.46,2019,Jun
3406,Nevada County,0.04,2019,Jul
3407,Nevada County,0.02,2019,Aug
3408,Nevada County,2.33,2019,Sep
3409,Nevada County,0.14,2019,Oct
3410,Nevada County,2.15,2019,Noc
3411,Nevada County,10.26,2019,Dec
3412,Nevada County,4.4,2020,Jan
3413,Nevada County,0.16,2020,Feb
3414,Nevada County,6.65,2020,Mar
3415,Nevada County,3.85,2020,Apr
3416,Nevada County,3.12,2020,May
3417,Nevada County,0.25,2020,Jun
3418,Nevada County,0.13,2020,Jul
3419,Nevada County,0.06,2020,Aug
3420,Nevada County,0.01,2020,Sep
3421,Nevada County,0.01,2020,Oct
3422,Orange County,0.8,2011,Jan
3423,Orange County,2.21,2011,Feb
3424,Orange County,2.56,2011,Mar
3425,Orange County,0.23,2011,Apr
3426,Orange County,0.74,2011,May
3427,Orange County,0.1,2011,Jun
3428,Orange County,0.04,2011,Jul
3429,Orange County,0.05,2011,Aug
3430,Orange County,0.11,2011,Sep
3431,Orange County,0.68,2011,Oct
3432,Orange County,1.39,2011,Noc
3433,Orange County,0.56,2011,Dec
3434,Orange County,0.93,2012,Jan
3435,Orange County,0.74,2012,Feb
3436,Orange County,1.62,2012,Mar
3437,Orange County,1.73,2012,Apr
3438,Orange County,0.04,2012,May
3439,Orange County,0.0,2012,Jun
3440,Orange County,0.12,2012,Jul
3441,Orange County,0.05,2012,Aug
3442,Orange County,0.04,2012,Sep
3443,Orange County,0.36,2012,Oct
3444,Orange County,0.73,2012,Noc
3445,Orange County,2.26,2012,Dec
3446,Orange County,1.14,2013,Jan
3447,Orange County,0.47,2013,Feb
3448,Orange County,0.68,2013,Mar
3449,Orange County,0.03,2013,Apr
3450,Orange County,0.45,2013,May
3451,Orange County,0.01,2013,Jun
3452,Orange County,0.05,2013,Jul
3453,Orange County,0.02,2013,Aug
3454,Orange County,0.01,2013,Sep
3455,Orange County,0.33,2013,Oct
3456,Orange County,0.6,2013,Noc
3457,Orange County,0.42,2013,Dec
3458,Orange County,0.04,2014,Jan
3459,Orange County,1.62,2014,Feb
3460,Orange County,1.08,2014,Mar
3461,Orange County,0.58,2014,Apr
3462,Orange County,0.05,2014,May
3463,Orange County,0.0,2014,Jun
3464,Orange County,0.02,2014,Jul
3465,Orange County,0.12,2014,Aug
3466,Orange County,0.12,2014,Sep
3467,Orange County,0.03,2014,Oct
3468,Orange County,0.5,2014,Noc
3469,Orange County,3.47,2014,Dec
3470,Orange County,0.84,2015,Jan
3471,Orange County,0.58,2015,Feb
3472,Orange County,0.65,2015,Mar
3473,Orange County,0.22,2015,Apr
3474,Orange County,1.01,2015,May
3475,Orange County,0.02,2015,Jun
3476,Orange County,0.19,2015,Jul
3477,Orange County,0.01,2015,Aug
3478,Orange County,0.96,2015,Sep
3479,Orange County,0.38,2015,Oct
3480,Orange County,0.26,2015,Noc
3481,Orange County,0.79,2015,Dec
3482,Orange County,2.54,2016,Jan
3483,Orange County,0.39,2016,Feb
3484,Orange County,1.21,2016,Mar
3485,Orange County,0.29,2016,Apr
3486,Orange County,0.25,2016,May
3487,Orange County,0.02,2016,Jun
3488,Orange County,0.0,2016,Jul
3489,Orange County,0.0,2016,Aug
3490,Orange County,0.04,2016,Sep
3491,Orange County,0.63,2016,Oct
3492,Orange County,1.2,2016,Noc
3493,Orange County,4.35,2016,Dec
3494,Orange County,8.31,2017,Jan
3495,Orange County,3.92,2017,Feb
3496,Orange County,0.13,2017,Mar
3497,Orange County,0.07,2017,Apr
3498,Orange County,0.39,2017,May
3499,Orange County,0.0,2017,Jun
3500,Orange County,0.01,2017,Jul
3501,Orange County,0.18,2017,Aug
3502,Orange County,0.1,2017,Sep
3503,Orange County,0.0,2017,Oct
3504,Orange County,0.05,2017,Noc
3505,Orange County,0.04,2017,Dec
3506,Orange County,1.7,2018,Jan
3507,Orange County,0.32,2018,Feb
3508,Orange County,1.81,2018,Mar
3509,Orange County,0.03,2018,Apr
3510,Orange County,0.13,2018,May
3511,Orange County,0.0,2018,Jun
3512,Orange County,0.01,2018,Jul
3513,Orange County,0.0,2018,Aug
3514,Orange County,0.0,2018,Sep
3515,Orange County,0.85,2018,Oct
3516,Orange County,1.37,2018,Noc
3517,Orange County,2.57,2018,Dec
3518,Orange County,5.07,2019,Jan
3519,Orange County,6.3,2019,Feb
3520,Orange County,1.97,2019,Mar
3521,Orange County,0.13,2019,Apr
3522,Orange County,0.85,2019,May
3523,Orange County,0.02,2019,Jun
3524,Orange County,0.02,2019,Jul
3525,Orange County,0.0,2019,Aug
3526,Orange County,0.02,2019,Sep
3527,Orange County,0.0,2019,Oct
3528,Orange County,2.63,2019,Noc
3529,Orange County,4.23,2019,Dec
3530,Orange County,0.23,2020,Jan
3531,Orange County,0.34,2020,Feb
3532,Orange County,3.84,2020,Mar
3533,Orange County,3.39,2020,Apr
3534,Orange County,0.09,2020,May
3535,Orange County,0.05,2020,Jun
3536,Orange County,0.0,2020,Jul
3537,Orange County,0.0,2020,Aug
3538,Orange County,0.0,2020,Sep
3539,Orange County,0.01,2020,Oct
3540,Placer County,2.04,2011,Jan
3541,Placer County,6.59,2011,Feb
3542,Placer County,16.05,2011,Mar
3543,Placer County,2.89,2011,Apr
3544,Placer County,3.52,2011,May
3545,Placer County,2.71,2011,Jun
3546,Placer County,0.09,2011,Jul
3547,Placer County,0.03,2011,Aug
3548,Placer County,0.4,2011,Sep
3549,Placer County,3.48,2011,Oct
3550,Placer County,2.19,2011,Noc
3551,Placer County,0.15,2011,Dec
3552,Placer County,6.86,2012,Jan
3553,Placer County,2.85,2012,Feb
3554,Placer County,12.07,2012,Mar
3555,Placer County,5.72,2012,Apr
3556,Placer County,0.47,2012,May
3557,Placer County,0.78,2012,Jun
3558,Placer County,0.2,2012,Jul
3559,Placer County,0.2,2012,Aug
3560,Placer County,0.11,2012,Sep
3561,Placer County,2.48,2012,Oct
3562,Placer County,9.74,2012,Noc
3563,Placer County,13.49,2012,Dec
3564,Placer County,1.23,2013,Jan
3565,Placer County,0.59,2013,Feb
3566,Placer County,3.14,2013,Mar
3567,Placer County,1.33,2013,Apr
3568,Placer County,1.75,2013,May
3569,Placer County,1.45,2013,Jun
3570,Placer County,0.05,2013,Jul
3571,Placer County,0.06,2013,Aug
3572,Placer County,1.5,2013,Sep
3573,Placer County,0.8,2013,Oct
3574,Placer County,1.58,2013,Noc
3575,Placer County,1.12,2013,Dec
3576,Placer County,2.26,2014,Jan
3577,Placer County,11.55,2014,Feb
3578,Placer County,6.33,2014,Mar
3579,Placer County,2.53,2014,Apr
3580,Placer County,1.21,2014,May
3581,Placer County,0.01,2014,Jun
3582,Placer County,0.23,2014,Jul
3583,Placer County,0.47,2014,Aug
3584,Placer County,1.33,2014,Sep
3585,Placer County,1.35,2014,Oct
3586,Placer County,4.13,2014,Noc
3587,Placer County,10.63,2014,Dec
3588,Placer County,0.12,2015,Jan
3589,Placer County,6.73,2015,Feb
3590,Placer County,0.75,2015,Mar
3591,Placer County,3.23,2015,Apr
3592,Placer County,1.93,2015,May
3593,Placer County,0.77,2015,Jun
3594,Placer County,0.3,2015,Jul
3595,Placer County,0.06,2015,Aug
3596,Placer County,0.15,2015,Sep
3597,Placer County,1.83,2015,Oct
3598,Placer County,4.98,2015,Noc
3599,Placer County,10.15,2015,Dec
3600,Placer County,12.37,2016,Jan
3601,Placer County,2.12,2016,Feb
3602,Placer County,12.08,2016,Mar
3603,Placer County,3.4,2016,Apr
3604,Placer County,2.18,2016,May
3605,Placer County,0.08,2016,Jun
3606,Placer County,0.0,2016,Jul
3607,Placer County,0.04,2016,Aug
3608,Placer County,0.06,2016,Sep
3609,Placer County,10.95,2016,Oct
3610,Placer County,4.25,2016,Noc
3611,Placer County,9.75,2016,Dec
3612,Placer County,25.03,2017,Jan
3613,Placer County,21.21,2017,Feb
3614,Placer County,6.08,2017,Mar
3615,Placer County,7.91,2017,Apr
3616,Placer County,1.08,2017,May
3617,Placer County,0.56,2017,Jun
3618,Placer County,0.01,2017,Jul
3619,Placer County,0.27,2017,Aug
3620,Placer County,0.91,2017,Sep
3621,Placer County,0.85,2017,Oct
3622,Placer County,11.12,2017,Noc
3623,Placer County,0.81,2017,Dec
3624,Placer County,7.27,2018,Jan
3625,Placer County,1.36,2018,Feb
3626,Placer County,15.13,2018,Mar
3627,Placer County,5.05,2018,Apr
3628,Placer County,2.13,2018,May
3629,Placer County,0.06,2018,Jun
3630,Placer County,0.09,2018,Jul
3631,Placer County,0.01,2018,Aug
3632,Placer County,0.02,2018,Sep
3633,Placer County,0.9,2018,Oct
3634,Placer County,6.3,2018,Noc
3635,Placer County,4.1,2018,Dec
3636,Placer County,11.64,2019,Jan
3637,Placer County,20.49,2019,Feb
3638,Placer County,7.68,2019,Mar
3639,Placer County,2.71,2019,Apr
3640,Placer County,5.48,2019,May
3641,Placer County,0.23,2019,Jun
3642,Placer County,0.03,2019,Jul
3643,Placer County,0.01,2019,Aug
3644,Placer County,1.72,2019,Sep
3645,Placer County,0.13,2019,Oct
3646,Placer County,2.09,2019,Noc
3647,Placer County,9.61,2019,Dec
3648,Placer County,3.79,2020,Jan
3649,Placer County,0.13,2020,Feb
3650,Placer County,6.61,2020,Mar
3651,Placer County,3.52,2020,Apr
3652,Placer County,2.5,2020,May
3653,Placer County,0.27,2020,Jun
3654,Placer County,0.07,2020,Jul
3655,Placer County,0.07,2020,Aug
3656,Placer County,0.02,2020,Sep
3657,Placer County,0.02,2020,Oct
3658,Plumas County,1.22,2011,Jan
3659,Plumas County,7.99,2011,Feb
3660,Plumas County,11.87,2011,Mar
3661,Plumas County,2.27,2011,Apr
3662,Plumas County,4.01,2011,May
3663,Plumas County,3.48,2011,Jun
3664,Plumas County,0.06,2011,Jul
3665,Plumas County,0.0,2011,Aug
3666,Plumas County,0.32,2011,Sep
3667,Plumas County,2.86,2011,Oct
3668,Plumas County,1.67,2011,Noc
3669,Plumas County,0.23,2011,Dec
3670,Plumas County,6.44,2012,Jan
3671,Plumas County,2.29,2012,Feb
3672,Plumas County,10.81,2012,Mar
3673,Plumas County,5.1,2012,Apr
3674,Plumas County,0.31,2012,May
3675,Plumas County,0.8,2012,Jun
3676,Plumas County,0.18,2012,Jul
3677,Plumas County,0.05,2012,Aug
3678,Plumas County,0.02,2012,Sep
3679,Plumas County,2.27,2012,Oct
3680,Plumas County,9.96,2012,Noc
3681,Plumas County,14.05,2012,Dec
3682,Plumas County,1.21,2013,Jan
3683,Plumas County,0.55,2013,Feb
3684,Plumas County,2.37,2013,Mar
3685,Plumas County,1.09,2013,Apr
3686,Plumas County,1.16,2013,May
3687,Plumas County,0.94,2013,Jun
3688,Plumas County,0.22,2013,Jul
3689,Plumas County,0.27,2013,Aug
3690,Plumas County,1.48,2013,Sep
3691,Plumas County,0.78,2013,Oct
3692,Plumas County,1.4,2013,Noc
3693,Plumas County,0.59,2013,Dec
3694,Plumas County,1.27,2014,Jan
3695,Plumas County,7.51,2014,Feb
3696,Plumas County,8.03,2014,Mar
3697,Plumas County,1.55,2014,Apr
3698,Plumas County,0.75,2014,May
3699,Plumas County,0.02,2014,Jun
3700,Plumas County,0.2,2014,Jul
3701,Plumas County,1.21,2014,Aug
3702,Plumas County,0.94,2014,Sep
3703,Plumas County,1.54,2014,Oct
3704,Plumas County,3.22,2014,Noc
3705,Plumas County,12.81,2014,Dec
3706,Plumas County,0.15,2015,Jan
3707,Plumas County,5.64,2015,Feb
3708,Plumas County,0.83,2015,Mar
3709,Plumas County,1.86,2015,Apr
3710,Plumas County,1.89,2015,May
3711,Plumas County,0.65,2015,Jun
3712,Plumas County,0.94,2015,Jul
3713,Plumas County,0.12,2015,Aug
3714,Plumas County,0.27,2015,Sep
3715,Plumas County,1.73,2015,Oct
3716,Plumas County,3.96,2015,Noc
3717,Plumas County,8.19,2015,Dec
3718,Plumas County,11.63,2016,Jan
3719,Plumas County,2.35,2016,Feb
3720,Plumas County,11.99,2016,Mar
3721,Plumas County,2.68,2016,Apr
3722,Plumas County,2.34,2016,May
3723,Plumas County,0.62,2016,Jun
3724,Plumas County,0.0,2016,Jul
3725,Plumas County,0.05,2016,Aug
3726,Plumas County,0.08,2016,Sep
3727,Plumas County,8.86,2016,Oct
3728,Plumas County,3.76,2016,Noc
3729,Plumas County,8.39,2016,Dec
3730,Plumas County,20.55,2017,Jan
3731,Plumas County,19.04,2017,Feb
3732,Plumas County,5.73,2017,Mar
3733,Plumas County,8.73,2017,Apr
3734,Plumas County,0.62,2017,May
3735,Plumas County,0.61,2017,Jun
3736,Plumas County,0.03,2017,Jul
3737,Plumas County,0.36,2017,Aug
3738,Plumas County,1.04,2017,Sep
3739,Plumas County,0.76,2017,Oct
3740,Plumas County,9.98,2017,Noc
3741,Plumas County,0.89,2017,Dec
3742,Plumas County,5.8,2018,Jan
3743,Plumas County,0.89,2018,Feb
3744,Plumas County,11.55,2018,Mar
3745,Plumas County,4.47,2018,Apr
3746,Plumas County,2.36,2018,May
3747,Plumas County,0.33,2018,Jun
3748,Plumas County,0.07,2018,Jul
3749,Plumas County,0.0,2018,Aug
3750,Plumas County,0.0,2018,Sep
3751,Plumas County,0.87,2018,Oct
3752,Plumas County,4.39,2018,Noc
3753,Plumas County,4.63,2018,Dec
3754,Plumas County,11.38,2019,Jan
3755,Plumas County,17.35,2019,Feb
3756,Plumas County,7.02,2019,Mar
3757,Plumas County,2.79,2019,Apr
3758,Plumas County,4.94,2019,May
3759,Plumas County,0.5,2019,Jun
3760,Plumas County,0.03,2019,Jul
3761,Plumas County,0.11,2019,Aug
3762,Plumas County,2.35,2019,Sep
3763,Plumas County,0.16,2019,Oct
3764,Plumas County,1.45,2019,Noc
3765,Plumas County,8.06,2019,Dec
3766,Plumas County,3.55,2020,Jan
3767,Plumas County,0.05,2020,Feb
3768,Plumas County,4.55,2020,Mar
3769,Plumas County,2.36,2020,Apr
3770,Plumas County,3.23,2020,May
3771,Plumas County,0.35,2020,Jun
3772,Plumas County,0.28,2020,Jul
3773,Plumas County,0.09,2020,Aug
3774,Plumas County,0.0,2020,Sep
3775,Plumas County,0.02,2020,Oct
3776,Riverside County,0.27,2011,Jan
3777,Riverside County,2.01,2011,Feb
3778,Riverside County,0.78,2011,Mar
3779,Riverside County,0.14,2011,Apr
3780,Riverside County,0.17,2011,May
3781,Riverside County,0.04,2011,Jun
3782,Riverside County,0.47,2011,Jul
3783,Riverside County,0.13,2011,Aug
3784,Riverside County,0.62,2011,Sep
3785,Riverside County,0.26,2011,Oct
3786,Riverside County,0.94,2011,Noc
3787,Riverside County,0.51,2011,Dec
3788,Riverside County,0.2,2012,Jan
3789,Riverside County,0.79,2012,Feb
3790,Riverside County,0.69,2012,Mar
3791,Riverside County,0.91,2012,Apr
3792,Riverside County,0.01,2012,May
3793,Riverside County,0.0,2012,Jun
3794,Riverside County,0.56,2012,Jul
3795,Riverside County,1.12,2012,Aug
3796,Riverside County,0.48,2012,Sep
3797,Riverside County,0.13,2012,Oct
3798,Riverside County,0.15,2012,Noc
3799,Riverside County,1.17,2012,Dec
3800,Riverside County,1.0,2013,Jan
3801,Riverside County,0.43,2013,Feb
3802,Riverside County,0.35,2013,Mar
3803,Riverside County,0.01,2013,Apr
3804,Riverside County,0.13,2013,May
3805,Riverside County,0.0,2013,Jun
3806,Riverside County,0.41,2013,Jul
3807,Riverside County,0.94,2013,Aug
3808,Riverside County,0.51,2013,Sep
3809,Riverside County,0.26,2013,Oct
3810,Riverside County,0.64,2013,Noc
3811,Riverside County,0.19,2013,Dec
3812,Riverside County,0.03,2014,Jan
3813,Riverside County,0.62,2014,Feb
3814,Riverside County,0.66,2014,Mar
3815,Riverside County,0.27,2014,Apr
3816,Riverside County,0.07,2014,May
3817,Riverside County,0.0,2014,Jun
3818,Riverside County,0.17,2014,Jul
3819,Riverside County,0.9,2014,Aug
3820,Riverside County,0.54,2014,Sep
3821,Riverside County,0.01,2014,Oct
3822,Riverside County,0.18,2014,Noc
3823,Riverside County,1.78,2014,Dec
3824,Riverside County,0.75,2015,Jan
3825,Riverside County,0.37,2015,Feb
3826,Riverside County,0.92,2015,Mar
3827,Riverside County,0.2,2015,Apr
3828,Riverside County,0.58,2015,May
3829,Riverside County,0.05,2015,Jun
3830,Riverside County,0.75,2015,Jul
3831,Riverside County,0.06,2015,Aug
3832,Riverside County,0.4,2015,Sep
3833,Riverside County,0.76,2015,Oct
3834,Riverside County,0.15,2015,Noc
3835,Riverside County,0.44,2015,Dec
3836,Riverside County,2.32,2016,Jan
3837,Riverside County,0.17,2016,Feb
3838,Riverside County,0.37,2016,Mar
3839,Riverside County,0.74,2016,Apr
3840,Riverside County,0.13,2016,May
3841,Riverside County,0.0,2016,Jun
3842,Riverside County,0.04,2016,Jul
3843,Riverside County,0.08,2016,Aug
3844,Riverside County,0.49,2016,Sep
3845,Riverside County,0.37,2016,Oct
3846,Riverside County,0.52,2016,Noc
3847,Riverside County,2.81,2016,Dec
3848,Riverside County,4.09,2017,Jan
3849,Riverside County,2.23,2017,Feb
3850,Riverside County,0.06,2017,Mar
3851,Riverside County,0.01,2017,Apr
3852,Riverside County,0.22,2017,May
3853,Riverside County,0.0,2017,Jun
3854,Riverside County,0.1,2017,Jul
3855,Riverside County,0.57,2017,Aug
3856,Riverside County,0.64,2017,Sep
3857,Riverside County,0.0,2017,Oct
3858,Riverside County,0.02,2017,Noc
3859,Riverside County,0.0,2017,Dec
3860,Riverside County,1.29,2018,Jan
3861,Riverside County,0.18,2018,Feb
3862,Riverside County,0.84,2018,Mar
3863,Riverside County,0.0,2018,Apr
3864,Riverside County,0.07,2018,May
3865,Riverside County,0.0,2018,Jun
3866,Riverside County,0.27,2018,Jul
3867,Riverside County,0.22,2018,Aug
3868,Riverside County,0.01,2018,Sep
3869,Riverside County,1.21,2018,Oct
3870,Riverside County,0.49,2018,Noc
3871,Riverside County,1.24,2018,Dec
3872,Riverside County,2.03,2019,Jan
3873,Riverside County,4.4,2019,Feb
3874,Riverside County,0.97,2019,Mar
3875,Riverside County,0.11,2019,Apr
3876,Riverside County,0.47,2019,May
3877,Riverside County,0.0,2019,Jun
3878,Riverside County,0.25,2019,Jul
3879,Riverside County,0.0,2019,Aug
3880,Riverside County,0.46,2019,Sep
3881,Riverside County,0.0,2019,Oct
3882,Riverside County,1.88,2019,Noc
3883,Riverside County,2.21,2019,Dec
3884,Riverside County,0.1,2020,Jan
3885,Riverside County,0.25,2020,Feb
3886,Riverside County,3.67,2020,Mar
3887,Riverside County,1.9,2020,Apr
3888,Riverside County,0.01,2020,May
3889,Riverside County,0.02,2020,Jun
3890,Riverside County,0.0,2020,Jul
3891,Riverside County,0.01,2020,Aug
3892,Riverside County,0.0,2020,Sep
3893,Riverside County,0.01,2020,Oct
3894,Sacramento County,1.54,2011,Jan
3895,Sacramento County,3.89,2011,Feb
3896,Sacramento County,6.74,2011,Mar
3897,Sacramento County,0.19,2011,Apr
3898,Sacramento County,1.43,2011,May
3899,Sacramento County,0.94,2011,Jun
3900,Sacramento County,0.0,2011,Jul
3901,Sacramento County,0.0,2011,Aug
3902,Sacramento County,0.01,2011,Sep
3903,Sacramento County,1.47,2011,Oct
3904,Sacramento County,1.02,2011,Noc
3905,Sacramento County,0.16,2011,Dec
3906,Sacramento County,2.6,2012,Jan
3907,Sacramento County,1.0,2012,Feb
3908,Sacramento County,4.45,2012,Mar
3909,Sacramento County,2.9,2012,Apr
3910,Sacramento County,0.02,2012,May
3911,Sacramento County,0.06,2012,Jun
3912,Sacramento County,0.05,2012,Jul
3913,Sacramento County,0.0,2012,Aug
3914,Sacramento County,0.01,2012,Sep
3915,Sacramento County,1.06,2012,Oct
3916,Sacramento County,4.37,2012,Noc
3917,Sacramento County,6.06,2012,Dec
3918,Sacramento County,1.1,2013,Jan
3919,Sacramento County,0.35,2013,Feb
3920,Sacramento County,1.45,2013,Mar
3921,Sacramento County,0.8,2013,Apr
3922,Sacramento County,0.38,2013,May
3923,Sacramento County,0.27,2013,Jun
3924,Sacramento County,0.0,2013,Jul
3925,Sacramento County,0.0,2013,Aug
3926,Sacramento County,0.59,2013,Sep
3927,Sacramento County,0.02,2013,Oct
3928,Sacramento County,1.06,2013,Noc
3929,Sacramento County,0.39,2013,Dec
3930,Sacramento County,0.22,2014,Jan
3931,Sacramento County,4.39,2014,Feb
3932,Sacramento County,2.21,2014,Mar
3933,Sacramento County,1.99,2014,Apr
3934,Sacramento County,0.06,2014,May
3935,Sacramento County,0.0,2014,Jun
3936,Sacramento County,0.04,2014,Jul
3937,Sacramento County,0.01,2014,Aug
3938,Sacramento County,0.42,2014,Sep
3939,Sacramento County,0.43,2014,Oct
3940,Sacramento County,1.51,2014,Noc
3941,Sacramento County,7.61,2014,Dec
3942,Sacramento County,0.02,2015,Jan
3943,Sacramento County,2.59,2015,Feb
3944,Sacramento County,0.25,2015,Mar
3945,Sacramento County,1.94,2015,Apr
3946,Sacramento County,0.17,2015,May
3947,Sacramento County,0.1,2015,Jun
3948,Sacramento County,0.01,2015,Jul
3949,Sacramento County,0.02,2015,Aug
3950,Sacramento County,0.02,2015,Sep
3951,Sacramento County,0.3,2015,Oct
3952,Sacramento County,1.92,2015,Noc
3953,Sacramento County,2.22,2015,Dec
3954,Sacramento County,5.86,2016,Jan
3955,Sacramento County,0.89,2016,Feb
3956,Sacramento County,5.22,2016,Mar
3957,Sacramento County,1.51,2016,Apr
3958,Sacramento County,0.48,2016,May
3959,Sacramento County,0.0,2016,Jun
3960,Sacramento County,0.0,2016,Jul
3961,Sacramento County,0.0,2016,Aug
3962,Sacramento County,0.0,2016,Sep
3963,Sacramento County,3.91,2016,Oct
3964,Sacramento County,1.57,2016,Noc
3965,Sacramento County,3.23,2016,Dec
3966,Sacramento County,10.18,2017,Jan
3967,Sacramento County,8.19,2017,Feb
3968,Sacramento County,2.66,2017,Mar
3969,Sacramento County,3.4,2017,Apr
3970,Sacramento County,0.12,2017,May
3971,Sacramento County,0.19,2017,Jun
3972,Sacramento County,0.0,2017,Jul
3973,Sacramento County,0.0,2017,Aug
3974,Sacramento County,0.01,2017,Sep
3975,Sacramento County,0.2,2017,Oct
3976,Sacramento County,2.76,2017,Noc
3977,Sacramento County,0.16,2017,Dec
3978,Sacramento County,4.47,2018,Jan
3979,Sacramento County,0.54,2018,Feb
3980,Sacramento County,5.24,2018,Mar
3981,Sacramento County,2.67,2018,Apr
3982,Sacramento County,0.4,2018,May
3983,Sacramento County,0.0,2018,Jun
3984,Sacramento County,0.0,2018,Jul
3985,Sacramento County,0.0,2018,Aug
3986,Sacramento County,0.0,2018,Sep
3987,Sacramento County,0.21,2018,Oct
3988,Sacramento County,2.99,2018,Noc
3989,Sacramento County,2.43,2018,Dec
3990,Sacramento County,4.53,2019,Jan
3991,Sacramento County,8.31,2019,Feb
3992,Sacramento County,3.77,2019,Mar
3993,Sacramento County,0.76,2019,Apr
3994,Sacramento County,3.33,2019,May
3995,Sacramento County,0.01,2019,Jun
