,County,Temp,Year,Month
3732,Plumas County,30.0,2017,Jan
3733,Plumas County,34.8,2017,Feb
3734,Plumas County,40.5,2017,Mar
3735,Plumas County,41.9,2017,Apr
3736,Plumas County,53.5,2017,May
3737,Plumas County,61.6,2017,Jun
3738,Plumas County,68.8,2017,Jul
3739,Plumas County,69.6,2017,Aug
3740,Plumas County,59.3,2017,Sep
3741,Plumas County,49.0,2017,Oct
3742,Plumas County,41.0,2017,Noc
3743,Plumas County,34.5,2017,Dec
3744,Plumas County,37.3,2018,Jan
3745,Plumas County,33.3,2018,Feb
3746,Plumas County,35.2,2018,Mar
3747,Plumas County,44.5,2018,Apr
3748,Plumas County,52.9,2018,May
3749,Plumas County,60.2,2018,Jun
3750,Plumas County,70.2,2018,Jul
3751,Plumas County,66.2,2018,Aug
3752,Plumas County,59.4,2018,Sep
3753,Plumas County,49.5,2018,Oct
3754,Plumas County,40.5,2018,Noc
3755,Plumas County,34.0,2018,Dec
3756,Plumas County,35.5,2019,Jan
3757,Plumas County,28.4,2019,Feb
3758,Plumas County,36.0,2019,Mar
3759,Plumas County,46.6,2019,Apr
3760,Plumas County,48.7,2019,May
3761,Plumas County,60.3,2019,Jun
3762,Plumas County,64.9,2019,Jul
3763,Plumas County,66.4,2019,Aug
3764,Plumas County,56.7,2019,Sep
3765,Plumas County,45.5,2019,Oct
3766,Plumas County,41.7,2019,Noc
3767,Plumas County,34.0,2019,Dec
3768,Plumas County,35.2,2020,Jan
3769,Plumas County,38.0,2020,Feb
3770,Plumas County,36.0,2020,Mar
3771,Plumas County,45.5,2020,Apr
3772,Plumas County,52.0,2020,May
3773,Plumas County,59.5,2020,Jun
3774,Plumas County,67.0,2020,Jul
3775,Plumas County,68.9,2020,Aug
3776,Plumas County,63.2,2020,Sep
3777,Plumas County,54.7,2020,Oct
3778,Riverside County,53.7,2011,Jan
3779,Riverside County,51.4,2011,Feb
3780,Riverside County,59.9,2011,Mar
3781,Riverside County,65.2,2011,Apr
3782,Riverside County,68.6,2011,May
3783,Riverside County,78.6,2011,Jun
3784,Riverside County,85.4,2011,Jul
3785,Riverside County,87.7,2011,Aug
3786,Riverside County,81.8,2011,Sep
3787,Riverside County,71.3,2011,Oct
3788,Riverside County,56.8,2011,Noc
3789,Riverside County,49.4,2011,Dec
3790,Riverside County,55.6,2012,Jan
3791,Riverside County,55.1,2012,Feb
3792,Riverside County,58.7,2012,Mar
3793,Riverside County,66.6,2012,Apr
3794,Riverside County,75.3,2012,May
3795,Riverside County,81.7,2012,Jun
3796,Riverside County,85.2,2012,Jul
3797,Riverside County,88.2,2012,Aug
3798,Riverside County,83.6,2012,Sep
3799,Riverside County,72.0,2012,Oct
3800,Riverside County,62.0,2012,Noc
3801,Riverside County,52.4,2012,Dec
3802,Riverside County,50.6,2013,Jan
3803,Riverside County,53.0,2013,Feb
3804,Riverside County,64.0,2013,Mar
3805,Riverside County,67.8,2013,Apr
3806,Riverside County,74.3,2013,May
3807,Riverside County,83.5,2013,Jun
3808,Riverside County,87.6,2013,Jul
3809,Riverside County,85.3,2013,Aug
3810,Riverside County,80.3,2013,Sep
3811,Riverside County,66.8,2013,Oct
3812,Riverside County,59.9,2013,Noc
3813,Riverside County,53.4,2013,Dec
3814,Riverside County,58.5,2014,Jan
3815,Riverside County,59.2,2014,Feb
3816,Riverside County,63.1,2014,Mar
3817,Riverside County,67.5,2014,Apr
3818,Riverside County,74.4,2014,May
3819,Riverside County,82.0,2014,Jun
3820,Riverside County,87.9,2014,Jul
3821,Riverside County,84.2,2014,Aug
3822,Riverside County,82.8,2014,Sep
3823,Riverside County,74.0,2014,Oct
3824,Riverside County,61.7,2014,Noc
3825,Riverside County,54.0,2014,Dec
3826,Riverside County,55.6,2015,Jan
3827,Riverside County,61.6,2015,Feb
3828,Riverside County,65.9,2015,Mar
3829,Riverside County,66.6,2015,Apr
3830,Riverside County,68.5,2015,May
3831,Riverside County,83.9,2015,Jun
3832,Riverside County,83.8,2015,Jul
3833,Riverside County,88.2,2015,Aug
3834,Riverside County,83.1,2015,Sep
3835,Riverside County,74.3,2015,Oct
3836,Riverside County,57.4,2015,Noc
3837,Riverside County,50.9,2015,Dec
3838,Riverside County,52.0,2016,Jan
3839,Riverside County,61.4,2016,Feb
3840,Riverside County,63.0,2016,Mar
3841,Riverside County,66.8,2016,Apr
3842,Riverside County,70.5,2016,May
3843,Riverside County,85.1,2016,Jun
3844,Riverside County,88.3,2016,Jul
3845,Riverside County,86.9,2016,Aug
3846,Riverside County,78.4,2016,Sep
3847,Riverside County,72.9,2016,Oct
3848,Riverside County,62.6,2016,Noc
3849,Riverside County,53.1,2016,Dec
3850,Riverside County,51.3,2017,Jan
3851,Riverside County,57.2,2017,Feb
3852,Riverside County,64.6,2017,Mar
3853,Riverside County,68.1,2017,Apr
3854,Riverside County,72.7,2017,May
3855,Riverside County,84.1,2017,Jun
3856,Riverside County,89.3,2017,Jul
3857,Riverside County,87.5,2017,Aug
3858,Riverside County,79.0,2017,Sep
3859,Riverside County,73.1,2017,Oct
3860,Riverside County,64.6,2017,Noc
3861,Riverside County,57.2,2017,Dec
3862,Riverside County,57.9,2018,Jan
3863,Riverside County,55.6,2018,Feb
3864,Riverside County,59.7,2018,Mar
3865,Riverside County,69.2,2018,Apr
3866,Riverside County,72.3,2018,May
3867,Riverside County,81.9,2018,Jun
3868,Riverside County,90.0,2018,Jul
3869,Riverside County,88.6,2018,Aug
3870,Riverside County,83.6,2018,Sep
3871,Riverside County,70.0,2018,Oct
3872,Riverside County,60.7,2018,Noc
3873,Riverside County,53.3,2018,Dec
3874,Riverside County,52.7,2019,Jan
3875,Riverside County,48.8,2019,Feb
3876,Riverside County,58.8,2019,Mar
3877,Riverside County,67.7,2019,Apr
3878,Riverside County,67.2,2019,May
3879,Riverside County,80.6,2019,Jun
3880,Riverside County,86.9,2019,Jul
3881,Riverside County,87.8,2019,Aug
3882,Riverside County,79.9,2019,Sep
3883,Riverside County,68.6,2019,Oct
3884,Riverside County,60.8,2019,Noc
3885,Riverside County,51.9,2019,Dec
3886,Riverside County,53.8,2020,Jan
3887,Riverside County,55.9,2020,Feb
3888,Riverside County,56.4,2020,Mar
3889,Riverside County,65.7,2020,Apr
3890,Riverside County,76.5,2020,May
3891,Riverside County,80.8,2020,Jun
3892,Riverside County,87.4,2020,Jul
3893,Riverside County,90.5,2020,Aug
3894,Riverside County,84.7,2020,Sep
3895,Riverside County,75.4,2020,Oct
3896,Sacramento County,46.1,2011,Jan
3897,Sacramento County,48.6,2011,Feb
3898,Sacramento County,53.1,2011,Mar
3899,Sacramento County,58.1,2011,Apr
3900,Sacramento County,61.6,2011,May
3901,Sacramento County,69.4,2011,Jun
3902,Sacramento County,75.1,2011,Jul
3903,Sacramento County,75.1,2011,Aug
3904,Sacramento County,75.4,2011,Sep
3905,Sacramento County,64.6,2011,Oct
3906,Sacramento County,52.2,2011,Noc
3907,Sacramento County,46.8,2011,Dec
3908,Sacramento County,48.6,2012,Jan
3909,Sacramento County,51.5,2012,Feb
3910,Sacramento County,53.0,2012,Mar
3911,Sacramento County,59.9,2012,Apr
3912,Sacramento County,67.5,2012,May
3913,Sacramento County,72.0,2012,Jun
3914,Sacramento County,75.8,2012,Jul
3915,Sacramento County,77.9,2012,Aug
3916,Sacramento County,74.6,2012,Sep
3917,Sacramento County,65.1,2012,Oct
3918,Sacramento County,56.0,2012,Noc
3919,Sacramento County,47.4,2012,Dec
3920,Sacramento County,45.2,2013,Jan
3921,Sacramento County,50.1,2013,Feb
3922,Sacramento County,57.7,2013,Mar
3923,Sacramento County,64.2,2013,Apr
3924,Sacramento County,68.9,2013,May
3925,Sacramento County,74.6,2013,Jun
3926,Sacramento County,77.8,2013,Jul
3927,Sacramento County,75.6,2013,Aug
3928,Sacramento County,71.8,2013,Sep
3929,Sacramento County,63.5,2013,Oct
3930,Sacramento County,56.4,2013,Noc
3931,Sacramento County,46.6,2013,Dec
3932,Sacramento County,52.1,2014,Jan
3933,Sacramento County,53.9,2014,Feb
3934,Sacramento County,58.9,2014,Mar
3935,Sacramento County,62.4,2014,Apr
3936,Sacramento County,69.7,2014,May
3937,Sacramento County,75.1,2014,Jun
3938,Sacramento County,79.0,2014,Jul
3939,Sacramento County,76.3,2014,Aug
3940,Sacramento County,74.4,2014,Sep
3941,Sacramento County,68.0,2014,Oct
3942,Sacramento County,56.4,2014,Noc
3943,Sacramento County,52.5,2014,Dec
3944,Sacramento County,50.1,2015,Jan
3945,Sacramento County,56.3,2015,Feb
3946,Sacramento County,61.6,2015,Mar
3947,Sacramento County,62.0,2015,Apr
3948,Sacramento County,65.0,2015,May
3949,Sacramento County,77.1,2015,Jun
3950,Sacramento County,77.8,2015,Jul
3951,Sacramento County,76.9,2015,Aug
3952,Sacramento County,74.6,2015,Sep
3953,Sacramento County,69.9,2015,Oct
3954,Sacramento County,51.4,2015,Noc
3955,Sacramento County,47.0,2015,Dec
3956,Sacramento County,49.6,2016,Jan
3957,Sacramento County,55.6,2016,Feb
3958,Sacramento County,57.2,2016,Mar
3959,Sacramento County,63.1,2016,Apr
3960,Sacramento County,68.3,2016,May
3961,Sacramento County,76.0,2016,Jun
3962,Sacramento County,77.7,2016,Jul
3963,Sacramento County,76.0,2016,Aug
3964,Sacramento County,72.9,2016,Sep
3965,Sacramento County,63.1,2016,Oct
3966,Sacramento County,55.9,2016,Noc
3967,Sacramento County,46.2,2016,Dec
3968,Sacramento County,46.4,2017,Jan
3969,Sacramento County,52.7,2017,Feb
3970,Sacramento County,57.4,2017,Mar
3971,Sacramento County,59.6,2017,Apr
3972,Sacramento County,68.4,2017,May
3973,Sacramento County,75.6,2017,Jun
3974,Sacramento County,80.4,2017,Jul
3975,Sacramento County,79.1,2017,Aug
3976,Sacramento County,74.3,2017,Sep
3977,Sacramento County,65.2,2017,Oct
3978,Sacramento County,55.8,2017,Noc
3979,Sacramento County,49.3,2017,Dec
3980,Sacramento County,50.3,2018,Jan
3981,Sacramento County,51.2,2018,Feb
3982,Sacramento County,53.8,2018,Mar
3983,Sacramento County,59.9,2018,Apr
3984,Sacramento County,66.4,2018,May
3985,Sacramento County,74.2,2018,Jun
3986,Sacramento County,79.9,2018,Jul
3987,Sacramento County,75.3,2018,Aug
3988,Sacramento County,72.4,2018,Sep
3989,Sacramento County,65.9,2018,Oct
3990,Sacramento County,55.7,2018,Noc
3991,Sacramento County,49.2,2018,Dec
3992,Sacramento County,50.6,2019,Jan
3993,Sacramento County,47.5,2019,Feb
3994,Sacramento County,54.2,2019,Mar
3995,Sacramento County,63.3,2019,Apr
3996,Sacramento County,63.6,2019,May
3997,Sacramento County,75.4,2019,Jun
3998,Sacramento County,77.5,2019,Jul
3999,Sacramento County,78.8,2019,Aug
4000,Sacramento County,72.4,2019,Sep
4001,Sacramento County,63.6,2019,Oct
4002,Sacramento County,56.8,2019,Noc
4003,Sacramento County,50.2,2019,Dec
4004,Sacramento County,48.8,2020,Jan
4005,Sacramento County,54.6,2020,Feb
4006,Sacramento County,54.1,2020,Mar
4007,Sacramento County,61.9,2020,Apr
4008,Sacramento County,69.6,2020,May
4009,Sacramento County,75.3,2020,Jun
4010,Sacramento County,77.8,2020,Jul
4011,Sacramento County,80.8,2020,Aug
4012,Sacramento County,76.8,2020,Sep
4013,Sacramento County,70.0,2020,Oct
4014,San Benito County,48.1,2011,Jan
4015,San Benito County,45.1,2011,Feb
4016,San Benito County,49.6,2011,Mar
4017,San Benito County,53.3,2011,Apr
4018,San Benito County,57.9,2011,May
4019,San Benito County,65.6,2011,Jun
4020,San Benito County,72.4,2011,Jul
4021,San Benito County,71.6,2011,Aug
4022,San Benito County,70.7,2011,Sep
4023,San Benito County,62.6,2011,Oct
4024,San Benito County,49.9,2011,Noc
4025,San Benito County,44.8,2011,Dec
4026,San Benito County,49.3,2012,Jan
4027,San Benito County,48.2,2012,Feb
4028,San Benito County,50.1,2012,Mar
4029,San Benito County,55.3,2012,Apr
4030,San Benito County,62.3,2012,May
4031,San Benito County,67.1,2012,Jun
4032,San Benito County,72.2,2012,Jul
4033,San Benito County,75.9,2012,Aug
4034,San Benito County,71.2,2012,Sep
4035,San Benito County,63.2,2012,Oct
4036,San Benito County,54.2,2012,Noc
4037,San Benito County,44.7,2012,Dec
4038,San Benito County,45.3,2013,Jan
4039,San Benito County,47.0,2013,Feb
4040,San Benito County,54.4,2013,Mar
4041,San Benito County,58.8,2013,Apr
4042,San Benito County,62.8,2013,May
4043,San Benito County,70.3,2013,Jun
4044,San Benito County,75.2,2013,Jul
4045,San Benito County,72.5,2013,Aug
4046,San Benito County,68.8,2013,Sep
4047,San Benito County,60.3,2013,Oct
4048,San Benito County,54.1,2013,Noc
4049,San Benito County,47.4,2013,Dec
4050,San Benito County,54.2,2014,Jan
4051,San Benito County,51.3,2014,Feb
4052,San Benito County,55.2,2014,Mar
4053,San Benito County,57.9,2014,Apr
4054,San Benito County,64.9,2014,May
4055,San Benito County,70.0,2014,Jun
4056,San Benito County,76.1,2014,Jul
4057,San Benito County,73.6,2014,Aug
4058,San Benito County,71.6,2014,Sep
4059,San Benito County,65.9,2014,Oct
4060,San Benito County,55.2,2014,Noc
4061,San Benito County,50.0,2014,Dec
4062,San Benito County,51.6,2015,Jan
4063,San Benito County,54.4,2015,Feb
4064,San Benito County,58.6,2015,Mar
4065,San Benito County,57.0,2015,Apr
4066,San Benito County,59.2,2015,May
4067,San Benito County,71.7,2015,Jun
4068,San Benito County,73.5,2015,Jul
4069,San Benito County,74.3,2015,Aug
4070,San Benito County,72.5,2015,Sep
4071,San Benito County,66.3,2015,Oct
4072,San Benito County,49.4,2015,Noc
4073,San Benito County,44.2,2015,Dec
4074,San Benito County,47.7,2016,Jan
4075,San Benito County,54.1,2016,Feb
4076,San Benito County,53.1,2016,Mar
4077,San Benito County,57.7,2016,Apr
4078,San Benito County,61.8,2016,May
4079,San Benito County,72.0,2016,Jun
4080,San Benito County,74.2,2016,Jul
4081,San Benito County,73.6,2016,Aug
4082,San Benito County,69.2,2016,Sep
4083,San Benito County,60.8,2016,Oct
4084,San Benito County,54.2,2016,Noc
4085,San Benito County,46.2,2016,Dec
4086,San Benito County,45.1,2017,Jan
4087,San Benito County,48.8,2017,Feb
4088,San Benito County,53.7,2017,Mar
4089,San Benito County,55.3,2017,Apr
4090,San Benito County,62.6,2017,May
4091,San Benito County,70.7,2017,Jun
4092,San Benito County,76.2,2017,Jul
4093,San Benito County,76.2,2017,Aug
4094,San Benito County,70.7,2017,Sep
4095,San Benito County,63.4,2017,Oct
4096,San Benito County,54.7,2017,Noc
4097,San Benito County,50.5,2017,Dec
4098,San Benito County,51.6,2018,Jan
4099,San Benito County,49.2,2018,Feb
4100,San Benito County,49.7,2018,Mar
4101,San Benito County,56.0,2018,Apr
4102,San Benito County,60.9,2018,May
4103,San Benito County,68.9,2018,Jun
4104,San Benito County,77.9,2018,Jul
4105,San Benito County,73.9,2018,Aug
4106,San Benito County,69.8,2018,Sep
4107,San Benito County,62.8,2018,Oct
4108,San Benito County,55.8,2018,Noc
4109,San Benito County,47.4,2018,Dec
4110,San Benito County,48.7,2019,Jan
4111,San Benito County,42.8,2019,Feb
4112,San Benito County,49.6,2019,Mar
4113,San Benito County,58.4,2019,Apr
4114,San Benito County,57.6,2019,May
4115,San Benito County,69.9,2019,Jun
4116,San Benito County,73.4,2019,Jul
4117,San Benito County,75.0,2019,Aug
4118,San Benito County,69.5,2019,Sep
4119,San Benito County,61.5,2019,Oct
4120,San Benito County,55.0,2019,Noc
4121,San Benito County,47.6,2019,Dec
4122,San Benito County,46.8,2020,Jan
4123,San Benito County,51.0,2020,Feb
4124,San Benito County,48.5,2020,Mar
4125,San Benito County,56.2,2020,Apr
4126,San Benito County,63.8,2020,May
4127,San Benito County,69.0,2020,Jun
4128,San Benito County,74.3,2020,Jul
4129,San Benito County,76.7,2020,Aug
4130,San Benito County,74.3,2020,Sep
4131,San Benito County,68.7,2020,Oct
4132,San Bernardino County,49.2,2011,Jan
4133,San Bernardino County,48.3,2011,Feb
4134,San Bernardino County,57.1,2011,Mar
4135,San Bernardino County,63.0,2011,Apr
4136,San Bernardino County,67.6,2011,May
4137,San Bernardino County,79.0,2011,Jun
4138,San Bernardino County,85.8,2011,Jul
4139,San Bernardino County,87.4,2011,Aug
4140,San Bernardino County,80.8,2011,Sep
4141,San Bernardino County,69.1,2011,Oct
4142,San Bernardino County,53.2,2011,Noc
4143,San Bernardino County,45.6,2011,Dec
4144,San Bernardino County,51.6,2012,Jan
4145,San Bernardino County,52.0,2012,Feb
4146,San Bernardino County,57.2,2012,Mar
4147,San Bernardino County,65.2,2012,Apr
4148,San Bernardino County,75.6,2012,May
4149,San Bernardino County,82.4,2012,Jun
4150,San Bernardino County,85.6,2012,Jul
4151,San Bernardino County,88.2,2012,Aug
4152,San Bernardino County,82.4,2012,Sep
4153,San Bernardino County,69.7,2012,Oct
4154,San Bernardino County,58.7,2012,Noc
4155,San Bernardino County,47.9,2012,Dec
4156,San Bernardino County,45.8,2013,Jan
4157,San Bernardino County,50.0,2013,Feb
4158,San Bernardino County,62.1,2013,Mar
4159,San Bernardino County,66.7,2013,Apr
4160,San Bernardino County,73.4,2013,May
4161,San Bernardino County,84.7,2013,Jun
4162,San Bernardino County,88.8,2013,Jul
4163,San Bernardino County,84.8,2013,Aug
4164,San Bernardino County,78.4,2013,Sep
4165,San Bernardino County,64.4,2013,Oct
4166,San Bernardino County,56.3,2013,Noc
4167,San Bernardino County,48.4,2013,Dec
4168,San Bernardino County,54.6,2014,Jan
4169,San Bernardino County,56.9,2014,Feb
4170,San Bernardino County,60.6,2014,Mar
4171,San Bernardino County,65.9,2014,Apr
4172,San Bernardino County,74.0,2014,May
4173,San Bernardino County,83.4,2014,Jun
4174,San Bernardino County,88.3,2014,Jul
4175,San Bernardino County,83.7,2014,Aug
4176,San Bernardino County,81.2,2014,Sep
4177,San Bernardino County,72.0,2014,Oct
4178,San Bernardino County,58.5,2014,Noc
4179,San Bernardino County,49.3,2014,Dec
4180,San Bernardino County,52.1,2015,Jan
4181,San Bernardino County,59.3,2015,Feb
4182,San Bernardino County,63.8,2015,Mar
4183,San Bernardino County,64.5,2015,Apr
4184,San Bernardino County,68.9,2015,May
4185,San Bernardino County,85.1,2015,Jun
4186,San Bernardino County,83.6,2015,Jul
4187,San Bernardino County,88.0,2015,Aug
4188,San Bernardino County,81.9,2015,Sep
4189,San Bernardino County,71.2,2015,Oct
4190,San Bernardino County,52.8,2015,Noc
4191,San Bernardino County,46.1,2015,Dec
4192,San Bernardino County,48.0,2016,Jan
4193,San Bernardino County,57.5,2016,Feb
4194,San Bernardino County,60.6,2016,Mar
4195,San Bernardino County,64.8,2016,Apr
4196,San Bernardino County,70.2,2016,May
4197,San Bernardino County,86.5,2016,Jun
4198,San Bernardino County,89.2,2016,Jul
4199,San Bernardino County,86.6,2016,Aug
4200,San Bernardino County,77.3,2016,Sep
4201,San Bernardino County,69.8,2016,Oct
4202,San Bernardino County,58.5,2016,Noc
4203,San Bernardino County,48.2,2016,Dec
4204,San Bernardino County,46.6,2017,Jan
4205,San Bernardino County,54.0,2017,Feb
4206,San Bernardino County,62.0,2017,Mar
4207,San Bernardino County,65.5,2017,Apr
4208,San Bernardino County,72.2,2017,May
4209,San Bernardino County,85.1,2017,Jun
4210,San Bernardino County,90.1,2017,Jul
4211,San Bernardino County,87.0,2017,Aug
4212,San Bernardino County,77.3,2017,Sep
4213,San Bernardino County,70.0,2017,Oct
4214,San Bernardino County,61.4,2017,Noc
4215,San Bernardino County,53.0,2017,Dec
4216,San Bernardino County,54.0,2018,Jan
4217,San Bernardino County,52.2,2018,Feb
4218,San Bernardino County,56.7,2018,Mar
4219,San Bernardino County,67.9,2018,Apr
4220,San Bernardino County,72.7,2018,May
4221,San Bernardino County,83.5,2018,Jun
4222,San Bernardino County,90.4,2018,Jul
4223,San Bernardino County,88.2,2018,Aug
4224,San Bernardino County,82.4,2018,Sep
4225,San Bernardino County,66.9,2018,Oct
4226,San Bernardino County,57.1,2018,Noc
4227,San Bernardino County,48.9,2018,Dec
4228,San Bernardino County,49.0,2019,Jan
4229,San Bernardino County,45.3,2019,Feb
4230,San Bernardino County,55.6,2019,Mar
4231,San Bernardino County,66.4,2019,Apr
4232,San Bernardino County,65.8,2019,May
4233,San Bernardino County,81.7,2019,Jun
4234,San Bernardino County,87.1,2019,Jul
4235,San Bernardino County,87.6,2019,Aug
4236,San Bernardino County,78.2,2019,Sep
4237,San Bernardino County,65.3,2019,Oct
4238,San Bernardino County,57.5,2019,Noc
4239,San Bernardino County,46.9,2019,Dec
4240,San Bernardino County,50.3,2020,Jan
4241,San Bernardino County,54.0,2020,Feb
4242,San Bernardino County,54.0,2020,Mar
4243,San Bernardino County,63.8,2020,Apr
4244,San Bernardino County,75.3,2020,May
4245,San Bernardino County,81.0,2020,Jun
4246,San Bernardino County,88.0,2020,Jul
4247,San Bernardino County,90.2,2020,Aug
4248,San Bernardino County,83.5,2020,Sep
4249,San Bernardino County,73.6,2020,Oct
4250,San Diego County,53.7,2011,Jan
4251,San Diego County,49.6,2011,Feb
4252,San Diego County,55.4,2011,Mar
4253,San Diego County,59.3,2011,Apr
4254,San Diego County,61.3,2011,May
4255,San Diego County,68.2,2011,Jun
4256,San Diego County,75.2,2011,Jul
4257,San Diego County,76.7,2011,Aug
4258,San Diego County,73.4,2011,Sep
4259,San Diego County,66.0,2011,Oct
4260,San Diego County,55.8,2011,Noc
4261,San Diego County,49.8,2011,Dec
4262,San Diego County,55.3,2012,Jan
4263,San Diego County,52.3,2012,Feb
4264,San Diego County,54.6,2012,Mar
4265,San Diego County,59.7,2012,Apr
4266,San Diego County,65.9,2012,May
4267,San Diego County,70.3,2012,Jun
4268,San Diego County,75.0,2012,Jul
4269,San Diego County,79.3,2012,Aug
4270,San Diego County,76.7,2012,Sep
4271,San Diego County,67.2,2012,Oct
4272,San Diego County,59.6,2012,Noc
4273,San Diego County,51.4,2012,Dec
4274,San Diego County,49.8,2013,Jan
4275,San Diego County,50.7,2013,Feb
4276,San Diego County,58.8,2013,Mar
4277,San Diego County,60.7,2013,Apr
4278,San Diego County,66.6,2013,May
4279,San Diego County,73.1,2013,Jun
4280,San Diego County,77.4,2013,Jul
4281,San Diego County,76.3,2013,Aug
4282,San Diego County,73.4,2013,Sep
4283,San Diego County,63.0,2013,Oct
4284,San Diego County,58.1,2013,Noc
4285,San Diego County,53.1,2013,Dec
4286,San Diego County,58.1,2014,Jan
4287,San Diego County,56.9,2014,Feb
4288,San Diego County,58.9,2014,Mar
4289,San Diego County,61.5,2014,Apr
4290,San Diego County,67.6,2014,May
4291,San Diego County,71.8,2014,Jun
4292,San Diego County,78.0,2014,Jul
4293,San Diego County,76.4,2014,Aug
4294,San Diego County,76.5,2014,Sep
4295,San Diego County,69.7,2014,Oct
4296,San Diego County,60.6,2014,Noc
4297,San Diego County,54.2,2014,Dec
4298,San Diego County,55.5,2015,Jan
4299,San Diego County,59.4,2015,Feb
4300,San Diego County,62.2,2015,Mar
4301,San Diego County,61.0,2015,Apr
4302,San Diego County,61.5,2015,May
4303,San Diego County,73.8,2015,Jun
4304,San Diego County,74.2,2015,Jul
4305,San Diego County,78.8,2015,Aug
4306,San Diego County,76.0,2015,Sep
4307,San Diego County,69.6,2015,Oct
4308,San Diego County,56.2,2015,Noc
4309,San Diego County,51.0,2015,Dec
4310,San Diego County,51.9,2016,Jan
4311,San Diego County,60.0,2016,Feb
4312,San Diego County,58.1,2016,Mar
4313,San Diego County,60.9,2016,Apr
4314,San Diego County,62.5,2016,May
4315,San Diego County,75.0,2016,Jun
4316,San Diego County,78.1,2016,Jul
4317,San Diego County,77.6,2016,Aug
4318,San Diego County,71.7,2016,Sep
4319,San Diego County,67.9,2016,Oct
4320,San Diego County,60.8,2016,Noc
4321,San Diego County,53.5,2016,Dec
4322,San Diego County,50.7,2017,Jan
4323,San Diego County,54.2,2017,Feb
4324,San Diego County,60.2,2017,Mar
4325,San Diego County,62.3,2017,Apr
4326,San Diego County,64.3,2017,May
4327,San Diego County,73.7,2017,Jun
4328,San Diego County,78.9,2017,Jul
4329,San Diego County,77.8,2017,Aug
4330,San Diego County,71.7,2017,Sep
4331,San Diego County,69.0,2017,Oct
4332,San Diego County,62.4,2017,Noc
4333,San Diego County,57.2,2017,Dec
4334,San Diego County,57.9,2018,Jan
4335,San Diego County,53.3,2018,Feb
4336,San Diego County,55.6,2018,Mar
4337,San Diego County,62.1,2018,Apr
4338,San Diego County,63.8,2018,May
4339,San Diego County,71.8,2018,Jun
4340,San Diego County,80.0,2018,Jul
4341,San Diego County,79.3,2018,Aug
4342,San Diego County,74.8,2018,Sep
4343,San Diego County,65.7,2018,Oct
4344,San Diego County,59.6,2018,Noc
4345,San Diego County,53.2,2018,Dec
4346,San Diego County,52.6,2019,Jan
4347,San Diego County,47.6,2019,Feb
4348,San Diego County,54.8,2019,Mar
4349,San Diego County,61.5,2019,Apr
4350,San Diego County,59.8,2019,May
4351,San Diego County,70.4,2019,Jun
4352,San Diego County,76.2,2019,Jul
4353,San Diego County,77.6,2019,Aug
4354,San Diego County,72.8,2019,Sep
4355,San Diego County,65.4,2019,Oct
4356,San Diego County,59.2,2019,Noc
4357,San Diego County,51.8,2019,Dec
4358,San Diego County,53.4,2020,Jan
4359,San Diego County,54.3,2020,Feb
4360,San Diego County,53.0,2020,Mar
4361,San Diego County,59.9,2020,Apr
4362,San Diego County,68.0,2020,May
4363,San Diego County,70.6,2020,Jun
4364,San Diego County,76.5,2020,Jul
4365,San Diego County,80.4,2020,Aug
4366,San Diego County,77.5,2020,Sep
4367,San Diego County,71.3,2020,Oct
4368,San Francisco County,50.6,2011,Jan
4369,San Francisco County,50.4,2011,Feb
4370,San Francisco County,53.0,2011,Mar
4371,San Francisco County,54.5,2011,Apr
4372,San Francisco County,55.5,2011,May
4373,San Francisco County,59.0,2011,Jun
4374,San Francisco County,61.3,2011,Jul
4375,San Francisco County,61.0,2011,Aug
4376,San Francisco County,62.9,2011,Sep
4377,San Francisco County,61.9,2011,Oct
4378,San Francisco County,53.5,2011,Noc
4379,San Francisco County,50.1,2011,Dec
4380,San Francisco County,51.0,2012,Jan
4381,San Francisco County,52.2,2012,Feb
4382,San Francisco County,52.0,2012,Mar
4383,San Francisco County,55.5,2012,Apr
4384,San Francisco County,57.6,2012,May
4385,San Francisco County,60.1,2012,Jun
4386,San Francisco County,61.0,2012,Jul
4387,San Francisco County,61.0,2012,Aug
4388,San Francisco County,59.6,2012,Sep
4389,San Francisco County,61.4,2012,Oct
4390,San Francisco County,56.8,2012,Noc
4391,San Francisco County,50.2,2012,Dec
4392,San Francisco County,48.2,2013,Jan
4393,San Francisco County,50.5,2013,Feb
4394,San Francisco County,53.9,2013,Mar
4395,San Francisco County,57.6,2013,Apr
4396,San Francisco County,59.4,2013,May
4397,San Francisco County,61.8,2013,Jun
4398,San Francisco County,61.6,2013,Jul
4399,San Francisco County,62.9,2013,Aug
4400,San Francisco County,63.8,2013,Sep
4401,San Francisco County,59.5,2013,Oct
4402,San Francisco County,56.3,2013,Noc
4403,San Francisco County,49.9,2013,Dec
4404,San Francisco County,54.8,2014,Jan
4405,San Francisco County,53.0,2014,Feb
4406,San Francisco County,57.9,2014,Mar
4407,San Francisco County,57.8,2014,Apr
4408,San Francisco County,61.2,2014,May
4409,San Francisco County,61.1,2014,Jun
4410,San Francisco County,64.6,2014,Jul
4411,San Francisco County,64.7,2014,Aug
4412,San Francisco County,65.5,2014,Sep
4413,San Francisco County,64.1,2014,Oct
4414,San Francisco County,58.3,2014,Noc
4415,San Francisco County,55.2,2014,Dec
4416,San Francisco County,54.0,2015,Jan
