County,Date,PCP
Placer County,201301,1.23
Placer County,201302,0.59
Placer County,201303,3.14
Placer County,201304,1.33
Placer County,201305,1.75
Placer County,201306,1.45
Placer County,201307,0.05
Placer County,201308,0.06
Placer County,201309,1.5
Placer County,201310,0.8
Placer County,201311,1.58
Placer County,201312,1.12
Placer County,201401,2.26
Placer County,201402,11.55
Placer County,201403,6.33
Placer County,201404,2.53
Placer County,201405,1.21
Placer County,201406,0.01
Placer County,201407,0.23
Placer County,201408,0.47
Placer County,201409,1.33
Placer County,201410,1.35
Placer County,201411,4.13
Placer County,201412,10.63
Placer County,201501,0.12
Placer County,201502,6.73
Placer County,201503,0.75
Placer County,201504,3.23
Placer County,201505,1.93
Placer County,201506,0.77
Placer County,201507,0.3
Placer County,201508,0.06
Placer County,201509,0.15
Placer County,201510,1.83
Placer County,201511,4.98
Placer County,201512,10.15
Placer County,201601,12.37
Placer County,201602,2.12
Placer County,201603,12.08
Placer County,201604,3.4
Placer County,201605,2.18
Placer County,201606,0.08
Placer County,201607,0
Placer County,201608,0.04
Placer County,201609,0.06
Placer County,201610,10.95
Placer County,201611,4.25
Placer County,201612,9.75
Placer County,201701,25.03
Placer County,201702,21.21
Placer County,201703,6.08
Placer County,201704,7.91
Placer County,201705,1.08
Placer County,201706,0.56
Placer County,201707,0.01
Placer County,201708,0.27
Placer County,201709,0.91
Placer County,201710,0.85
Placer County,201711,11.12
Placer County,201712,0.81
Placer County,201801,7.27
Placer County,201802,1.36
Placer County,201803,15.13
Placer County,201804,5.05
Placer County,201805,2.13
Placer County,201806,0.06
Placer County,201807,0.09
Placer County,201808,0.01
Placer County,201809,0.02
Placer County,201810,0.9
Placer County,201811,6.3
Placer County,201812,4.1
Placer County,201901,11.64
Placer County,201902,20.49
Placer County,201903,7.68
Placer County,201904,2.71
Placer County,201905,5.48
Placer County,201906,0.23
Placer County,201907,0.03
Placer County,201908,0.01
Placer County,201909,1.72
Placer County,201910,0.13
Placer County,201911,2.09
Placer County,201912,9.61
Placer County,202001,3.79
Placer County,202002,0.13
Placer County,202003,6.61
Placer County,202004,3.52
Placer County,202005,2.5
Placer County,202006,0.27
Placer County,202007,0.07
Placer County,202008,0.07
Placer County,202009,0.02
Placer County,202010,0.02
Plumas County,201101,1.22
Plumas County,201102,7.99
Plumas County,201103,11.87
Plumas County,201104,2.27
Plumas County,201105,4.01
Plumas County,201106,3.48
Plumas County,201107,0.06
Plumas County,201108,0
Plumas County,201109,0.32
Plumas County,201110,2.86
Plumas County,201111,1.67
Plumas County,201112,0.23
Plumas County,201201,6.44
Plumas County,201202,2.29
Plumas County,201203,10.81
Plumas County,201204,5.1
Plumas County,201205,0.31
Plumas County,201206,0.8
Plumas County,201207,0.18
Plumas County,201208,0.05
Plumas County,201209,0.02
Plumas County,201210,2.27
Plumas County,201211,9.96
Plumas County,201212,14.05
Plumas County,201301,1.21
Plumas County,201302,0.55
Plumas County,201303,2.37
Plumas County,201304,1.09
Plumas County,201305,1.16
Plumas County,201306,0.94
Plumas County,201307,0.22
Plumas County,201308,0.27
Plumas County,201309,1.48
Plumas County,201310,0.78
Plumas County,201311,1.4
Plumas County,201312,0.59
Plumas County,201401,1.27
Plumas County,201402,7.51
Plumas County,201403,8.03
Plumas County,201404,1.55
Plumas County,201405,0.75
Plumas County,201406,0.02
Plumas County,201407,0.2
Plumas County,201408,1.21
Plumas County,201409,0.94
Plumas County,201410,1.54
Plumas County,201411,3.22
Plumas County,201412,12.81
Plumas County,201501,0.15
Plumas County,201502,5.64
Plumas County,201503,0.83
Plumas County,201504,1.86
Plumas County,201505,1.89
Plumas County,201506,0.65
Plumas County,201507,0.94
Plumas County,201508,0.12
Plumas County,201509,0.27
Plumas County,201510,1.73
Plumas County,201511,3.96
Plumas County,201512,8.19
Plumas County,201601,11.63
Plumas County,201602,2.35
Plumas County,201603,11.99
Plumas County,201604,2.68
Plumas County,201605,2.34
Plumas County,201606,0.62
Plumas County,201607,0
Plumas County,201608,0.05
Plumas County,201609,0.08
Plumas County,201610,8.86
Plumas County,201611,3.76
Plumas County,201612,8.39
Plumas County,201701,20.55
Plumas County,201702,19.04
Plumas County,201703,5.73
Plumas County,201704,8.73
Plumas County,201705,0.62
Plumas County,201706,0.61
Plumas County,201707,0.03
Plumas County,201708,0.36
Plumas County,201709,1.04
Plumas County,201710,0.76
Plumas County,201711,9.98
Plumas County,201712,0.89
Plumas County,201801,5.8
Plumas County,201802,0.89
Plumas County,201803,11.55
Plumas County,201804,4.47
Plumas County,201805,2.36
Plumas County,201806,0.33
Plumas County,201807,0.07
Plumas County,201808,0
Plumas County,201809,0
Plumas County,201810,0.87
Plumas County,201811,4.39
Plumas County,201812,4.63
Plumas County,201901,11.38
Plumas County,201902,17.35
Plumas County,201903,7.02
Plumas County,201904,2.79
Plumas County,201905,4.94
Plumas County,201906,0.5
Plumas County,201907,0.03
Plumas County,201908,0.11
Plumas County,201909,2.35
Plumas County,201910,0.16
Plumas County,201911,1.45
Plumas County,201912,8.06
Plumas County,202001,3.55
Plumas County,202002,0.05
Plumas County,202003,4.55
Plumas County,202004,2.36
Plumas County,202005,3.23
Plumas County,202006,0.35
Plumas County,202007,0.28
Plumas County,202008,0.09
Plumas County,202009,0
Plumas County,202010,0.02
Riverside County,201101,0.27
Riverside County,201102,2.01
Riverside County,201103,0.78
Riverside County,201104,0.14
Riverside County,201105,0.17
Riverside County,201106,0.04
Riverside County,201107,0.47
Riverside County,201108,0.13
Riverside County,201109,0.62
Riverside County,201110,0.26
Riverside County,201111,0.94
Riverside County,201112,0.51
Riverside County,201201,0.2
Riverside County,201202,0.79
Riverside County,201203,0.69
Riverside County,201204,0.91
Riverside County,201205,0.01
Riverside County,201206,0
Riverside County,201207,0.56
Riverside County,201208,1.12
Riverside County,201209,0.48
Riverside County,201210,0.13
Riverside County,201211,0.15
Riverside County,201212,1.17
Riverside County,201301,1
Riverside County,201302,0.43
Riverside County,201303,0.35
Riverside County,201304,0.01
Riverside County,201305,0.13
Riverside County,201306,0
Riverside County,201307,0.41
Riverside County,201308,0.94
Riverside County,201309,0.51
Riverside County,201310,0.26
Riverside County,201311,0.64
Riverside County,201312,0.19
Riverside County,201401,0.03
Riverside County,201402,0.62
Riverside County,201403,0.66
Riverside County,201404,0.27
Riverside County,201405,0.07
Riverside County,201406,0
Riverside County,201407,0.17
Riverside County,201408,0.9
Riverside County,201409,0.54
Riverside County,201410,0.01
Riverside County,201411,0.18
Riverside County,201412,1.78
Riverside County,201501,0.75
Riverside County,201502,0.37
Riverside County,201503,0.92
Riverside County,201504,0.2
Riverside County,201505,0.58
Riverside County,201506,0.05
Riverside County,201507,0.75
Riverside County,201508,0.06
Riverside County,201509,0.4
Riverside County,201510,0.76
Riverside County,201511,0.15
Riverside County,201512,0.44
Riverside County,201601,2.32
Riverside County,201602,0.17
Riverside County,201603,0.37
Riverside County,201604,0.74
Riverside County,201605,0.13
Riverside County,201606,0
Riverside County,201607,0.04
Riverside County,201608,0.08
Riverside County,201609,0.49
Riverside County,201610,0.37
Riverside County,201611,0.52
Riverside County,201612,2.81
Riverside County,201701,4.09
Riverside County,201702,2.23
Riverside County,201703,0.06
Riverside County,201704,0.01
Riverside County,201705,0.22
Riverside County,201706,0
Riverside County,201707,0.1
Riverside County,201708,0.57
Riverside County,201709,0.64
Riverside County,201710,0
Riverside County,201711,0.02
Riverside County,201712,0
Riverside County,201801,1.29
Riverside County,201802,0.18
Riverside County,201803,0.84
Riverside County,201804,0
Riverside County,201805,0.07
Riverside County,201806,0
Riverside County,201807,0.27
Riverside County,201808,0.22
Riverside County,201809,0.01
Riverside County,201810,1.21
Riverside County,201811,0.49
Riverside County,201812,1.24
Riverside County,201901,2.03
Riverside County,201902,4.4
Riverside County,201903,0.97
Riverside County,201904,0.11
Riverside County,201905,0.47
Riverside County,201906,0
Riverside County,201907,0.25
Riverside County,201908,0
Riverside County,201909,0.46
Riverside County,201910,0
Riverside County,201911,1.88
Riverside County,201912,2.21
Riverside County,202001,0.1
Riverside County,202002,0.25
Riverside County,202003,3.67
Riverside County,202004,1.9
Riverside County,202005,0.01
Riverside County,202006,0.02
Riverside County,202007,0
Riverside County,202008,0.01
Riverside County,202009,0
Riverside County,202010,0.01
Sacramento County,201101,1.54
Sacramento County,201102,3.89
Sacramento County,201103,6.74
Sacramento County,201104,0.19
Sacramento County,201105,1.43
Sacramento County,201106,0.94
Sacramento County,201107,0
Sacramento County,201108,0
Sacramento County,201109,0.01
Sacramento County,201110,1.47
Sacramento County,201111,1.02
Sacramento County,201112,0.16
Sacramento County,201201,2.6
Sacramento County,201202,1
Sacramento County,201203,4.45
Sacramento County,201204,2.9
Sacramento County,201205,0.02
Sacramento County,201206,0.06
Sacramento County,201207,0.05
Sacramento County,201208,0
Sacramento County,201209,0.01
Sacramento County,201210,1.06
Sacramento County,201211,4.37
Sacramento County,201212,6.06
Sacramento County,201301,1.1
Sacramento County,201302,0.35
Sacramento County,201303,1.45
Sacramento County,201304,0.8
Sacramento County,201305,0.38
Sacramento County,201306,0.27
Sacramento County,201307,0
Sacramento County,201308,0
Sacramento County,201309,0.59
Sacramento County,201310,0.02
Sacramento County,201311,1.06
Sacramento County,201312,0.39
Sacramento County,201401,0.22
Sacramento County,201402,4.39
Sacramento County,201403,2.21
Sacramento County,201404,1.99
Sacramento County,201405,0.06
Sacramento County,201406,0
Sacramento County,201407,0.04
Sacramento County,201408,0.01
Sacramento County,201409,0.42
Sacramento County,201410,0.43
Sacramento County,201411,1.51
Sacramento County,201412,7.61
Sacramento County,201501,0.02
Sacramento County,201502,2.59
Sacramento County,201503,0.25
Sacramento County,201504,1.94
Sacramento County,201505,0.17
Sacramento County,201506,0.1
Sacramento County,201507,0.01
Sacramento County,201508,0.02
Sacramento County,201509,0.02
Sacramento County,201510,0.3
Sacramento County,201511,1.92
Sacramento County,201512,2.22
Sacramento County,201601,5.86
Sacramento County,201602,0.89
Sacramento County,201603,5.22
Sacramento County,201604,1.51
Sacramento County,201605,0.48
Sacramento County,201606,0
Sacramento County,201607,0
Sacramento County,201608,0
Sacramento County,201609,0
Sacramento County,201610,3.91
Sacramento County,201611,1.57
Sacramento County,201612,3.23
Sacramento County,201701,10.18
Sacramento County,201702,8.19
Sacramento County,201703,2.66
Sacramento County,201704,3.4
Sacramento County,201705,0.12
Sacramento County,201706,0.19
Sacramento County,201707,0
Sacramento County,201708,0
Sacramento County,201709,0.01
Sacramento County,201710,0.2
Sacramento County,201711,2.76
Sacramento County,201712,0.16
Sacramento County,201801,4.47
Sacramento County,201802,0.54
Sacramento County,201803,5.24
Sacramento County,201804,2.67
Sacramento County,201805,0.4
Sacramento County,201806,0
Sacramento County,201807,0
Sacramento County,201808,0
Sacramento County,201809,0
Sacramento County,201810,0.21
Sacramento County,201811,2.99
Sacramento County,201812,2.43
Sacramento County,201901,4.53
Sacramento County,201902,8.31
Sacramento County,201903,3.77
Sacramento County,201904,0.76
Sacramento County,201905,3.33
Sacramento County,201906,0.01
Sacramento County,201907,0
Sacramento County,201908,0
Sacramento County,201909,0.24
Sacramento County,201910,0
Sacramento County,201911,0.73
Sacramento County,201912,4.2
Sacramento County,202001,1.28
Sacramento County,202002,0
Sacramento County,202003,2.03
Sacramento County,202004,1.9
Sacramento County,202005,0.59
Sacramento County,202006,0.01
Sacramento County,202007,0
Sacramento County,202008,0.02
Sacramento County,202009,0
Sacramento County,202010,0
San Benito County,201101,2.44
San Benito County,201102,4.02
San Benito County,201103,6.21
San Benito County,201104,0.4
San Benito County,201105,0.82
San Benito County,201106,0.33
San Benito County,201107,0
San Benito County,201108,0
San Benito County,201109,0.01
San Benito County,201110,1.08
San Benito County,201111,1.89
San Benito County,201112,0.21
San Benito County,201201,1.89
San Benito County,201202,0.88
San Benito County,201203,3.98
San Benito County,201204,2.32
San Benito County,201205,0.03
San Benito County,201206,0.09
San Benito County,201207,0.01
San Benito County,201208,0
San Benito County,201209,0
San Benito County,201210,0.28
San Benito County,201211,2.67
San Benito County,201212,4.55
San Benito County,201301,1.19
San Benito County,201302,0.56
San Benito County,201303,0.52
San Benito County,201304,0.24
San Benito County,201305,0.03
San Benito County,201306,0.01
San Benito County,201307,0
San Benito County,201308,0
San Benito County,201309,0.03
San Benito County,201310,0.08
San Benito County,201311,0.57
San Benito County,201312,0.3
San Benito County,201401,0.22
San Benito County,201402,3.53
San Benito County,201403,2.19
San Benito County,201404,1.19
San Benito County,201405,0.01
San Benito County,201406,0
San Benito County,201407,0.03
San Benito County,201408,0
San Benito County,201409,0.1
San Benito County,201410,0.25
San Benito County,201411,1.86
San Benito County,201412,6.33
San Benito County,201501,0.04
San Benito County,201502,1.54
San Benito County,201503,0.33
San Benito County,201504,0.95
San Benito County,201505,0.68
San Benito County,201506,0.02
San Benito County,201507,0.03
San Benito County,201508,0.06
San Benito County,201509,0.03
San Benito County,201510,0.52
San Benito County,201511,3.39
San Benito County,201512,2.53
San Benito County,201601,5.78
San Benito County,201602,0.74
San Benito County,201603,4.14
San Benito County,201604,1.29
San Benito County,201605,0.28
San Benito County,201606,0
San Benito County,201607,0
San Benito County,201608,0.01
San Benito County,201609,0
San Benito County,201610,2
San Benito County,201611,1.52
San Benito County,201612,1.89
San Benito County,201701,9.17
San Benito County,201702,5.06
San Benito County,201703,1.68
San Benito County,201704,1.22
San Benito County,201705,0.11
San Benito County,201706,0.03
San Benito County,201707,0.02
San Benito County,201708,0.01
San Benito County,201709,0.02
San Benito County,201710,0.09
San Benito County,201711,0.6
San Benito County,201712,0.1
San Benito County,201801,3.34
San Benito County,201802,0.29
San Benito County,201803,5.2
San Benito County,201804,1.04
San Benito County,201805,0.02
San Benito County,201806,0
San Benito County,201807,0.01
San Benito County,201808,0
San Benito County,201809,0
San Benito County,201810,0.17
San Benito County,201811,3.51
San Benito County,201812,2.2
San Benito County,201901,3.51
San Benito County,201902,6.75
San Benito County,201903,2.4
San Benito County,201904,0.37
San Benito County,201905,1.44
San Benito County,201906,0.03
San Benito County,201907,0.01
San Benito County,201908,0
San Benito County,201909,0.03
San Benito County,201910,0
San Benito County,201911,1.85
San Benito County,201912,6.58
San Benito County,202001,1.11
San Benito County,202002,0.02
San Benito County,202003,3.65
San Benito County,202004,1.95
San Benito County,202005,0.3
San Benito County,202006,0
San Benito County,202007,0.01
San Benito County,202008,0.02
San Benito County,202009,0
San Benito County,202010,0
San Bernardino County,201101,0.13
San Bernardino County,201102,0.91
San Bernardino County,201103,0.53
San Bernardino County,201104,0.14
San Bernardino County,201105,0.18
San Bernardino County,201106,0
San Bernardino County,201107,0.51
San Bernardino County,201108,0.3
San Bernardino County,201109,0.79
San Bernardino County,201110,0.28
San Bernardino County,201111,0.53
San Bernardino County,201112,0.47
San Bernardino County,201201,0.15
San Bernardino County,201202,0.27
San Bernardino County,201203,0.32
San Bernardino County,201204,0.58
San Bernardino County,201205,0.01
San Bernardino County,201206,0
San Bernardino County,201207,1.01
San Bernardino County,201208,0.88
San Bernardino County,201209,0.29
San Bernardino County,201210,0.33
San Bernardino County,201211,0.08
San Bernardino County,201212,1.14
San Bernardino County,201301,0.73
San Bernardino County,201302,0.25
San Bernardino County,201303,0.34
San Bernardino County,201304,0.02
San Bernardino County,201305,0.07
San Bernardino County,201306,0
San Bernardino County,201307,0.35
San Bernardino County,201308,0.94
San Bernardino County,201309,0.52
San Bernardino County,201310,0.09
San Bernardino County,201311,0.93
San Bernardino County,201312,0.13
San Bernardino County,201401,0.02
San Bernardino County,201402,0.44
San Bernardino County,201403,0.46
San Bernardino County,201404,0.25
San Bernardino County,201405,0.11
San Bernardino County,201406,0
San Bernardino County,201407,0.47
San Bernardino County,201408,1.06
San Bernardino County,201409,0.46
San Bernardino County,201410,0.03
San Bernardino County,201411,0.09
San Bernardino County,201412,1.43
San Bernardino County,201501,1.01
San Bernardino County,201502,0.52
San Bernardino County,201503,0.5
San Bernardino County,201504,0.19
San Bernardino County,201505,0.23
San Bernardino County,201506,0.06
San Bernardino County,201507,1.2
San Bernardino County,201508,0.1
San Bernardino County,201509,0.33
San Bernardino County,201510,0.9
San Bernardino County,201511,0.23
San Bernardino County,201512,0.27
San Bernardino County,201601,1.49
San Bernardino County,201602,0.25
San Bernardino County,201603,0.34
San Bernardino County,201604,0.83
San Bernardino County,201605,0.15
San Bernardino County,201606,0.03
San Bernardino County,201607,0.16
San Bernardino County,201608,0.3
San Bernardino County,201609,0.18
San Bernardino County,201610,0.53
San Bernardino County,201611,0.24
San Bernardino County,201612,2.1
San Bernardino County,201701,2.91
San Bernardino County,201702,1.3
San Bernardino County,201703,0.04
San Bernardino County,201704,0.02
San Bernardino County,201705,0.19
San Bernardino County,201706,0
San Bernardino County,201707,0.35
San Bernardino County,201708,0.36
San Bernardino County,201709,0.39
San Bernardino County,201710,0
San Bernardino County,201711,0
San Bernardino County,201712,0
San Bernardino County,201801,1.12
San Bernardino County,201802,0.12
San Bernardino County,201803,0.92
San Bernardino County,201804,0
San Bernardino County,201805,0.25
San Bernardino County,201806,0
San Bernardino County,201807,0.51
San Bernardino County,201808,0.15
San Bernardino County,201809,0.01
San Bernardino County,201810,0.81
San Bernardino County,201811,0.36
San Bernardino County,201812,0.86
San Bernardino County,201901,1.87
San Bernardino County,201902,2.9
San Bernardino County,201903,1.17
San Bernardino County,201904,0.18
San Bernardino County,201905,0.52
San Bernardino County,201906,0.01
San Bernardino County,201907,0.24
San Bernardino County,201908,0.06
San Bernardino County,201909,0.24
San Bernardino County,201910,0
San Bernardino County,201911,1.39
San Bernardino County,201912,2.21
San Bernardino County,202001,0.03
San Bernardino County,202002,0.23
San Bernardino County,202003,2.39
San Bernardino County,202004,1.33
San Bernardino County,202005,0.01
San Bernardino County,202006,0
San Bernardino County,202007,0
San Bernardino County,202008,0.03
San Bernardino County,202009,0
San Bernardino County,202010,0
San Diego County,201101,0.96
San Diego County,201102,3.73
San Diego County,201103,1.95
San Diego County,201104,0.37
San Diego County,201105,0.78
San Diego County,201106,0.05
San Diego County,201107,0.25
San Diego County,201108,0.12
San Diego County,201109,0.27
San Diego County,201110,0.62
San Diego County,201111,2.73
San Diego County,201112,0.95
San Diego County,201201,0.72
San Diego County,201202,1.37
San Diego County,201203,1.88
San Diego County,201204,1.73
San Diego County,201205,0.05
San Diego County,201206,0
San Diego County,201207,0.24
San Diego County,201208,0.39
San Diego County,201209,0.18
San Diego County,201210,0.41
San Diego County,201211,0.45
San Diego County,201212,2.38
San Diego County,201301,1.56
San Diego County,201302,0.89
San Diego County,201303,1.15
San Diego County,201304,0.05
San Diego County,201305,0.58
San Diego County,201306,0
San Diego County,201307,0.39
San Diego County,201308,0.67
San Diego County,201309,0.27
San Diego County,201310,1.05
San Diego County,201311,0.68
San Diego County,201312,0.57
San Diego County,201401,0.14
San Diego County,201402,1.29
San Diego County,201403,1.26
San Diego County,201404,0.71
San Diego County,201405,0.02
San Diego County,201406,0
San Diego County,201407,0.12
San Diego County,201408,0.56
San Diego County,201409,0.23
San Diego County,201410,0
San Diego County,201411,0.5
San Diego County,201412,3.24
San Diego County,201501,0.6
San Diego County,201502,0.75
San Diego County,201503,1.18
San Diego County,201504,0.31
San Diego County,201505,1.39
San Diego County,201506,0.09
San Diego County,201507,0.72
San Diego County,201508,0.05
San Diego County,201509,0.91
San Diego County,201510,0.63
San Diego County,201511,0.88
San Diego County,201512,1.57
San Diego County,201601,4.03
San Diego County,201602,0.4
San Diego County,201603,1.16
San Diego County,201604,0.84
San Diego County,201605,0.5
San Diego County,201606,0
San Diego County,201607,0
San Diego County,201608,0
San Diego County,201609,0.7
San Diego County,201610,0.17
San Diego County,201611,1.17
San Diego County,201612,4.2
San Diego County,201701,5.78
San Diego County,201702,4.78
San Diego County,201703,0.19
San Diego County,201704,0.01
San Diego County,201705,1.15
San Diego County,201706,0.01
San Diego County,201707,0.1
San Diego County,201708,0.49
San Diego County,201709,0.19
San Diego County,201710,0.02
San Diego County,201711,0.03
San Diego County,201712,0.04
San Diego County,201801,2.55
San Diego County,201802,0.64
San Diego County,201803,1.74
San Diego County,201804,0.03
San Diego County,201805,0.16
San Diego County,201806,0
San Diego County,201807,0.18
San Diego County,201808,0.02
San Diego County,201809,0
San Diego County,201810,0.51
San Diego County,201811,1.59
San Diego County,201812,2.27
San Diego County,201901,2.92
San Diego County,201902,7.34
San Diego County,201903,1.45
San Diego County,201904,0.29
San Diego County,201905,1.27
San Diego County,201906,0.06
San Diego County,201907,0.15
San Diego County,201908,0
San Diego County,201909,0.31
San Diego County,201910,0
San Diego County,201911,3.63
San Diego County,201912,3.75
San Diego County,202001,0.37
San Diego County,202002,0.71
San Diego County,202003,4.75
San Diego County,202004,3.37
San Diego County,202005,0.08
San Diego County,202006,0.11
San Diego County,202007,0
San Diego County,202008,0.01
San Diego County,202009,0
San Diego County,202010,0.04
San Francisco County,201101,1.45
San Francisco County,201102,5.09
San Francisco County,201103,8.11
San Francisco County,201104,0.59
San Francisco County,201105,1.19
San Francisco County,201106,1.02
San Francisco County,201107,0.03
San Francisco County,201108,0.02
San Francisco County,201109,0
San Francisco County,201110,1.72
San Francisco County,201111,1.8
San Francisco County,201112,0.14
San Francisco County,201201,3.14
San Francisco County,201202,1.11
San Francisco County,201203,7
San Francisco County,201204,2.99
San Francisco County,201205,0.03
San Francisco County,201206,0.16
San Francisco County,201207,0.02
San Francisco County,201208,0.01
San Francisco County,201209,0
San Francisco County,201210,1.64
San Francisco County,201211,5.92
San Francisco County,201212,8.85
San Francisco County,201301,0.59
San Francisco County,201302,0.81
San Francisco County,201303,0.8
San Francisco County,201304,1.14
San Francisco County,201305,0.06
San Francisco County,201306,0.28
San Francisco County,201307,0
San Francisco County,201308,0.06
San Francisco County,201309,0.61
San Francisco County,201310,0.01
San Francisco County,201311,1.39
San Francisco County,201312,0.46
San Francisco County,201401,0.08
San Francisco County,201402,6.25
San Francisco County,201403,3.3
San Francisco County,201404,1.74
San Francisco County,201405,0.1
San Francisco County,201406,0.01
San Francisco County,201407,0.03
San Francisco County,201408,0.01
San Francisco County,201409,0.58
San Francisco County,201410,0.61
San Francisco County,201411,2.57
San Francisco County,201412,13.46
San Francisco County,201501,0
San Francisco County,201502,2.11
San Francisco County,201503,0.13
San Francisco County,201504,1.54
San Francisco County,201505,0.11
San Francisco County,201506,0.23
San Francisco County,201507,0.06
San Francisco County,201508,0.02
San Francisco County,201509,0.08
San Francisco County,201510,0.02
San Francisco County,201511,1.66
San Francisco County,201512,5.19
San Francisco County,201601,7.46
San Francisco County,201602,1.03
San Francisco County,201603,7.2
San Francisco County,201604,1.48
San Francisco County,201605,0.16
San Francisco County,201606,0.01
San Francisco County,201607,0.02
San Francisco County,201608,0.01
San Francisco County,201609,0
San Francisco County,201610,3.63
San Francisco County,201611,2.31
San Francisco County,201612,5.54
San Francisco County,201701,10.63
San Francisco County,201702,9.26
San Francisco County,201703,4.12
San Francisco County,201704,2.9
San Francisco County,201705,0.01
San Francisco County,201706,0.19
San Francisco County,201707,0
San Francisco County,201708,0.01
San Francisco County,201709,0.27
San Francisco County,201710,0.28
San Francisco County,201711,3.77
San Francisco County,201712,0.15
San Francisco County,201801,5.61
San Francisco County,201802,0.4
San Francisco County,201803,5.38
San Francisco County,201804,4.12
San Francisco County,201805,0.05
San Francisco County,201806,0
San Francisco County,201807,0
San Francisco County,201808,0.01
San Francisco County,201809,0.03
San Francisco County,201810,0.31
San Francisco County,201811,4.22
San Francisco County,201812,2.38
San Francisco County,201901,5.57
San Francisco County,201902,9.46
San Francisco County,201903,5.21
San Francisco County,201904,0.47
San Francisco County,201905,2.51
San Francisco County,201906,0
San Francisco County,201907,0
San Francisco County,201908,0
San Francisco County,201909,0.12
San Francisco County,201910,0
San Francisco County,201911,1.44
San Francisco County,201912,4.78
San Francisco County,202001,2.45
San Francisco County,202002,0
San Francisco County,202003,2.28
San Francisco County,202004,1.18
San Francisco County,202005,0.62
San Francisco County,202006,0
San Francisco County,202007,0.03
San Francisco County,202008,0.06
San Francisco County,202009,0
San Francisco County,202010,0
San Joaquin County,201101,1.02
San Joaquin County,201102,2.79
San Joaquin County,201103,4.04
San Joaquin County,201104,0.2
San Joaquin County,201105,0.86
San Joaquin County,201106,0.61
San Joaquin County,201107,0
San Joaquin County,201108,0
San Joaquin County,201109,0.01
San Joaquin County,201110,1.01
San Joaquin County,201111,0.91
San Joaquin County,201112,0.16
San Joaquin County,201201,1.69
San Joaquin County,201202,0.67
San Joaquin County,201203,2.84
San Joaquin County,201204,2.28
San Joaquin County,201205,0.05
San Joaquin County,201206,0.08
San Joaquin County,201207,0.01
San Joaquin County,201208,0
San Joaquin County,201209,0.01
San Joaquin County,201210,0.43
San Joaquin County,201211,2.9
San Joaquin County,201212,4.72
San Joaquin County,201301,1.2
San Joaquin County,201302,0.27
San Joaquin County,201303,0.9
San Joaquin County,201304,0.57
San Joaquin County,201305,0.06
San Joaquin County,201306,0.12
San Joaquin County,201307,0
San Joaquin County,201308,0
San Joaquin County,201309,0.44
San Joaquin County,201310,0.01
San Joaquin County,201311,1.11
San Joaquin County,201312,0.38
San Joaquin County,201401,0.21
San Joaquin County,201402,2.97
San Joaquin County,201403,1.89
San Joaquin County,201404,1.13
San Joaquin County,201405,0.01
San Joaquin County,201406,0.01
San Joaquin County,201407,0
San Joaquin County,201408,0
San Joaquin County,201409,0.42
San Joaquin County,201410,0.41
San Joaquin County,201411,1.18
San Joaquin County,201412,6.17
San Joaquin County,201501,0.01
San Joaquin County,201502,1.68
San Joaquin County,201503,0.25
San Joaquin County,201504,1.04
San Joaquin County,201505,0.15
San Joaquin County,201506,0.1
San Joaquin County,201507,0.01
San Joaquin County,201508,0.04
San Joaquin County,201509,0.01
San Joaquin County,201510,0.22
San Joaquin County,201511,1.96
San Joaquin County,201512,2.22
San Joaquin County,201601,4.86
San Joaquin County,201602,0.68
San Joaquin County,201603,3.75
San Joaquin County,201604,2.15
San Joaquin County,201605,0.29
San Joaquin County,201606,0
San Joaquin County,201607,0
San Joaquin County,201608,0
San Joaquin County,201609,0
San Joaquin County,201610,2.86
San Joaquin County,201611,1.43
San Joaquin County,201612,2.31
San Joaquin County,201701,7.4
San Joaquin County,201702,5.52
San Joaquin County,201703,2.01
San Joaquin County,201704,2.15
San Joaquin County,201705,0.08
San Joaquin County,201706,0.06
San Joaquin County,201707,0
San Joaquin County,201708,0.02
San Joaquin County,201709,0.01
San Joaquin County,201710,0.14
San Joaquin County,201711,1.58
San Joaquin County,201712,0.11
San Joaquin County,201801,3.12
San Joaquin County,201802,0.62
San Joaquin County,201803,3.01
San Joaquin County,201804,2.13
San Joaquin County,201805,0.15
San Joaquin County,201806,0
San Joaquin County,201807,0
San Joaquin County,201808,0
San Joaquin County,201809,0
San Joaquin County,201810,0.59
San Joaquin County,201811,2.51
San Joaquin County,201812,2.22
San Joaquin County,201901,2.73
San Joaquin County,201902,5.05
San Joaquin County,201903,2.9
San Joaquin County,201904,0.59
San Joaquin County,201905,2.15
San Joaquin County,201906,0
San Joaquin County,201907,0
San Joaquin County,201908,0
San Joaquin County,201909,0.22
San Joaquin County,201910,0
San Joaquin County,201911,0.71
San Joaquin County,201912,3.25
San Joaquin County,202001,1.05
San Joaquin County,202002,0
San Joaquin County,202003,2
San Joaquin County,202004,1.17
San Joaquin County,202005,0.47
San Joaquin County,202006,0
San Joaquin County,202007,0
San Joaquin County,202008,0.01
San Joaquin County,202009,0
San Joaquin County,202010,0
San Luis Obispo County,201101,1.88
San Luis Obispo County,201102,2.82
San Luis Obispo County,201103,5.74
San Luis Obispo County,201104,0.27
San Luis Obispo County,201105,0.97
San Luis Obispo County,201106,0.25
San Luis Obispo County,201107,0.01
San Luis Obispo County,201108,0.01
San Luis Obispo County,201109,0.05
