County,Date,PCP
Kern County,201602,0.7
Kern County,201603,1.09
Kern County,201604,0.92
Kern County,201605,0.3
Kern County,201606,0
Kern County,201607,0
Kern County,201608,0
Kern County,201609,0
Kern County,201610,0.42
Kern County,201611,0.73
Kern County,201612,2.56
Kern County,201701,5.12
Kern County,201702,3.05
Kern County,201703,0.45
Kern County,201704,0.25
Kern County,201705,0.18
Kern County,201706,0.01
Kern County,201707,0.01
Kern County,201708,0.05
Kern County,201709,0.32
Kern County,201710,0.01
Kern County,201711,0.2
Kern County,201712,0.03
Kern County,201801,1.53
Kern County,201802,0.35
Kern County,201803,2.67
Kern County,201804,0.31
Kern County,201805,0.11
Kern County,201806,0
Kern County,201807,0.08
Kern County,201808,0
Kern County,201809,0
Kern County,201810,0.06
Kern County,201811,0.82
Kern County,201812,1.1
Kern County,201901,2.8
Kern County,201902,2.95
Kern County,201903,2.12
Kern County,201904,0.24
Kern County,201905,1.26
Kern County,201906,0.1
Kern County,201907,0.01
Kern County,201908,0
Kern County,201909,0.01
Kern County,201910,0
Kern County,201911,1.47
Kern County,201912,2.36
Kern County,202001,0.31
Kern County,202002,0.14
Kern County,202003,2.39
Kern County,202004,2.12
Kern County,202005,0.13
Kern County,202006,0.05
Kern County,202007,0
Kern County,202008,0.02
Kern County,202009,0
Kern County,202010,0
Kings County,201101,1.22
Kings County,201102,1.04
Kings County,201103,2.47
Kings County,201104,0.23
Kings County,201105,0.3
Kings County,201106,0.3
Kings County,201107,0
Kings County,201108,0.01
Kings County,201109,0.01
Kings County,201110,0.36
Kings County,201111,1.03
Kings County,201112,0.01
Kings County,201201,0.52
Kings County,201202,0.26
Kings County,201203,1.47
Kings County,201204,1.28
Kings County,201205,0.01
Kings County,201206,0.01
Kings County,201207,0
Kings County,201208,0
Kings County,201209,0
Kings County,201210,0.26
Kings County,201211,0.37
Kings County,201212,1.42
Kings County,201301,0.34
Kings County,201302,0.46
Kings County,201303,0.85
Kings County,201304,0.06
Kings County,201305,0.32
Kings County,201306,0
Kings County,201307,0.01
Kings County,201308,0
Kings County,201309,0
Kings County,201310,0.01
Kings County,201311,0.23
Kings County,201312,0.09
Kings County,201401,0.11
Kings County,201402,1.36
Kings County,201403,0.73
Kings County,201404,0.24
Kings County,201405,0.01
Kings County,201406,0
Kings County,201407,0
Kings County,201408,0
Kings County,201409,0.01
Kings County,201410,0.34
Kings County,201411,0.89
Kings County,201412,2.46
Kings County,201501,0.17
Kings County,201502,0.72
Kings County,201503,0.25
Kings County,201504,0.48
Kings County,201505,0.28
Kings County,201506,0.03
Kings County,201507,0.08
Kings County,201508,0.01
Kings County,201509,0.01
Kings County,201510,0.58
Kings County,201511,0.79
Kings County,201512,1.18
Kings County,201601,2.39
Kings County,201602,0.35
Kings County,201603,1.18
Kings County,201604,0.48
Kings County,201605,0.24
Kings County,201606,0.03
Kings County,201607,0
Kings County,201608,0
Kings County,201609,0
Kings County,201610,0.74
Kings County,201611,0.87
Kings County,201612,1.33
Kings County,201701,3.74
Kings County,201702,2.57
Kings County,201703,0.61
Kings County,201704,0.7
Kings County,201705,0.34
Kings County,201706,0.01
Kings County,201707,0
Kings County,201708,0
Kings County,201709,0.07
Kings County,201710,0.03
Kings County,201711,0.1
Kings County,201712,0.04
Kings County,201801,1.08
Kings County,201802,0.17
Kings County,201803,2.26
Kings County,201804,0.34
Kings County,201805,0
Kings County,201806,0
Kings County,201807,0
Kings County,201808,0
Kings County,201809,0
Kings County,201810,0.08
Kings County,201811,1.27
Kings County,201812,0.41
Kings County,201901,1.66
Kings County,201902,2.21
Kings County,201903,1.37
Kings County,201904,0.29
Kings County,201905,1.36
Kings County,201906,0.09
Kings County,201907,0
Kings County,201908,0
Kings County,201909,0
Kings County,201910,0
Kings County,201911,0.77
Kings County,201912,1.94
Kings County,202001,0.55
Kings County,202002,0.01
Kings County,202003,2.07
Kings County,202004,1.29
Kings County,202005,0.06
Kings County,202006,0
Kings County,202007,0
Kings County,202008,0
Kings County,202009,0
Kings County,202010,0
Lake County,201101,3.14
Lake County,201102,7.4
Lake County,201103,13.49
Lake County,201104,1.13
Lake County,201105,2.62
Lake County,201106,1.73
Lake County,201107,0.01
Lake County,201108,0
Lake County,201109,0.02
Lake County,201110,3.76
Lake County,201111,3.54
Lake County,201112,0.45
Lake County,201201,8.16
Lake County,201202,2.71
Lake County,201203,10.42
Lake County,201204,3.29
Lake County,201205,0.23
Lake County,201206,0.09
Lake County,201207,0
Lake County,201208,0.01
Lake County,201209,0
Lake County,201210,2.03
Lake County,201211,11.35
Lake County,201212,15.62
Lake County,201301,2.01
Lake County,201302,1.06
Lake County,201303,3.02
Lake County,201304,1.5
Lake County,201305,0.41
Lake County,201306,1.11
Lake County,201307,0.04
Lake County,201308,0.01
Lake County,201309,1.17
Lake County,201310,0
Lake County,201311,1.4
Lake County,201312,0.62
Lake County,201401,0.58
Lake County,201402,11.62
Lake County,201403,8.31
Lake County,201404,2.04
Lake County,201405,0.11
Lake County,201406,0
Lake County,201407,0
Lake County,201408,0.2
Lake County,201409,1.01
Lake County,201410,1.52
Lake County,201411,4.88
Lake County,201412,18.23
Lake County,201501,0.46
Lake County,201502,6.44
Lake County,201503,0.55
Lake County,201504,2.52
Lake County,201505,0.21
Lake County,201506,0.08
Lake County,201507,0.17
Lake County,201508,0.15
Lake County,201509,0.72
Lake County,201510,0.26
Lake County,201511,2.42
Lake County,201512,11.38
Lake County,201601,14.73
Lake County,201602,2.02
Lake County,201603,14
Lake County,201604,1.35
Lake County,201605,0.93
Lake County,201606,0.26
Lake County,201607,0
Lake County,201608,0
Lake County,201609,0
Lake County,201610,7.48
Lake County,201611,5.18
Lake County,201612,9.39
Lake County,201701,22.13
Lake County,201702,17.09
Lake County,201703,4.67
Lake County,201704,5.61
Lake County,201705,0.03
Lake County,201706,0.28
Lake County,201707,0
Lake County,201708,0
Lake County,201709,0.04
Lake County,201710,0.42
Lake County,201711,6.45
Lake County,201712,0.27
Lake County,201801,8.1
Lake County,201802,0.56
Lake County,201803,7.41
Lake County,201804,5.53
Lake County,201805,0.24
Lake County,201806,0.01
Lake County,201807,0
Lake County,201808,0
Lake County,201809,0.16
Lake County,201810,1.41
Lake County,201811,5.89
Lake County,201812,5.06
Lake County,201901,11.76
Lake County,201902,20.47
Lake County,201903,8.86
Lake County,201904,1.9
Lake County,201905,5.15
Lake County,201906,0.01
Lake County,201907,0
Lake County,201908,0.26
Lake County,201909,0.35
Lake County,201910,0.07
Lake County,201911,1.66
Lake County,201912,10.46
Lake County,202001,5.04
Lake County,202002,0.02
Lake County,202003,2.22
Lake County,202004,1.41
Lake County,202005,2.58
Lake County,202006,0.02
Lake County,202007,0
Lake County,202008,0.36
Lake County,202009,0
Lake County,202010,0.03
Lassen County,201101,0.55
Lassen County,201102,2.76
Lassen County,201103,4.41
Lassen County,201104,2.18
Lassen County,201105,2.41
Lassen County,201106,1.84
Lassen County,201107,0.02
Lassen County,201108,0
Lassen County,201109,0.23
Lassen County,201110,1.16
Lassen County,201111,0.91
Lassen County,201112,0.21
Lassen County,201201,2.6
Lassen County,201202,1.14
Lassen County,201203,3.62
Lassen County,201204,2.25
Lassen County,201205,0.54
Lassen County,201206,0.79
Lassen County,201207,0.16
Lassen County,201208,0.05
Lassen County,201209,0.03
Lassen County,201210,0.95
Lassen County,201211,3.77
Lassen County,201212,5.74
Lassen County,201301,1.03
Lassen County,201302,0.3
Lassen County,201303,0.69
Lassen County,201304,0.92
Lassen County,201305,1.33
Lassen County,201306,1.06
Lassen County,201307,0.58
Lassen County,201308,0.67
Lassen County,201309,0.52
Lassen County,201310,0.41
Lassen County,201311,0.81
Lassen County,201312,0.23
Lassen County,201401,0.75
Lassen County,201402,3.08
Lassen County,201403,3.64
Lassen County,201404,1.32
Lassen County,201405,1.04
Lassen County,201406,0.22
Lassen County,201407,0.27
Lassen County,201408,0.8
Lassen County,201409,0.52
Lassen County,201410,1.11
Lassen County,201411,1.97
Lassen County,201412,5.58
Lassen County,201501,0.13
Lassen County,201502,2.57
Lassen County,201503,0.57
Lassen County,201504,0.91
Lassen County,201505,2.72
Lassen County,201506,0.74
Lassen County,201507,1.36
Lassen County,201508,0.05
Lassen County,201509,0.31
Lassen County,201510,1.08
Lassen County,201511,2.23
Lassen County,201512,4.56
Lassen County,201601,5.09
Lassen County,201602,1.07
Lassen County,201603,3.62
Lassen County,201604,1.79
Lassen County,201605,2.05
Lassen County,201606,0.56
Lassen County,201607,0.02
Lassen County,201608,0.04
Lassen County,201609,0.04
Lassen County,201610,3.71
Lassen County,201611,1.56
Lassen County,201612,4.08
Lassen County,201701,7.83
Lassen County,201702,7.03
Lassen County,201703,2.41
Lassen County,201704,3.78
Lassen County,201705,0.53
Lassen County,201706,0.66
Lassen County,201707,0.16
Lassen County,201708,0.79
Lassen County,201709,0.5
Lassen County,201710,0.58
Lassen County,201711,3.73
Lassen County,201712,0.47
Lassen County,201801,2.65
Lassen County,201802,0.48
Lassen County,201803,3.44
Lassen County,201804,3.69
Lassen County,201805,2.79
Lassen County,201806,0.32
Lassen County,201807,0.07
Lassen County,201808,0.01
Lassen County,201809,0
Lassen County,201810,1.08
Lassen County,201811,1.98
Lassen County,201812,2.37
Lassen County,201901,4.32
Lassen County,201902,6.4
Lassen County,201903,2.9
Lassen County,201904,2.15
Lassen County,201905,3.1
Lassen County,201906,0.46
Lassen County,201907,0.04
Lassen County,201908,0.22
Lassen County,201909,1.76
Lassen County,201910,0.17
Lassen County,201911,0.29
Lassen County,201912,3.76
Lassen County,202001,2.27
Lassen County,202002,0.07
Lassen County,202003,2.06
Lassen County,202004,0.91
Lassen County,202005,1.48
Lassen County,202006,0.42
Lassen County,202007,0.1
Lassen County,202008,0.07
Lassen County,202009,0
Lassen County,202010,0.19
Los Angeles County,201101,0.67
Los Angeles County,201102,2.67
Los Angeles County,201103,4.57
Los Angeles County,201104,0.12
Los Angeles County,201105,0.45
Los Angeles County,201106,0.05
Los Angeles County,201107,0.1
Los Angeles County,201108,0
Los Angeles County,201109,0.15
Los Angeles County,201110,0.8
Los Angeles County,201111,1.67
Los Angeles County,201112,0.78
Los Angeles County,201201,0.85
Los Angeles County,201202,0.49
Los Angeles County,201203,2.45
Los Angeles County,201204,1.97
Los Angeles County,201205,0.03
Los Angeles County,201206,0
Los Angeles County,201207,0.03
Los Angeles County,201208,0.09
Los Angeles County,201209,0.1
Los Angeles County,201210,0.22
Los Angeles County,201211,0.93
Los Angeles County,201212,2.15
Los Angeles County,201301,1.29
Los Angeles County,201302,0.48
Los Angeles County,201303,0.75
Los Angeles County,201304,0.03
Los Angeles County,201305,0.55
Los Angeles County,201306,0
Los Angeles County,201307,0.13
Los Angeles County,201308,0.04
Los Angeles County,201309,0.01
Los Angeles County,201310,0.23
Los Angeles County,201311,1.13
Los Angeles County,201312,0.31
Los Angeles County,201401,0.07
Los Angeles County,201402,2.76
Los Angeles County,201403,1.26
Los Angeles County,201404,0.51
Los Angeles County,201405,0.17
Los Angeles County,201406,0
Los Angeles County,201407,0.01
Los Angeles County,201408,0.14
Los Angeles County,201409,0.05
Los Angeles County,201410,0.1
Los Angeles County,201411,0.55
Los Angeles County,201412,4.7
Los Angeles County,201501,1.39
Los Angeles County,201502,0.78
Los Angeles County,201503,0.64
Los Angeles County,201504,0.23
Los Angeles County,201505,0.72
Los Angeles County,201506,0.04
Los Angeles County,201507,0.36
Los Angeles County,201508,0.01
Los Angeles County,201509,1
Los Angeles County,201510,0.6
Los Angeles County,201511,0.29
Los Angeles County,201512,1.05
Los Angeles County,201601,3.47
Los Angeles County,201602,0.84
Los Angeles County,201603,1.93
Los Angeles County,201604,0.43
Los Angeles County,201605,0.31
Los Angeles County,201606,0.01
Los Angeles County,201607,0
Los Angeles County,201608,0
Los Angeles County,201609,0.01
Los Angeles County,201610,0.48
Los Angeles County,201611,1.08
Los Angeles County,201612,4.03
Los Angeles County,201701,7.83
Los Angeles County,201702,4.64
Los Angeles County,201703,0.28
Los Angeles County,201704,0.11
Los Angeles County,201705,0.36
Los Angeles County,201706,0.03
Los Angeles County,201707,0.01
Los Angeles County,201708,0.09
Los Angeles County,201709,0.24
Los Angeles County,201710,0.02
Los Angeles County,201711,0.07
Los Angeles County,201712,0.01
Los Angeles County,201801,2.12
Los Angeles County,201802,0.37
Los Angeles County,201803,3.8
Los Angeles County,201804,0.06
Los Angeles County,201805,0.17
Los Angeles County,201806,0
Los Angeles County,201807,0.01
Los Angeles County,201808,0
Los Angeles County,201809,0
Los Angeles County,201810,0.4
Los Angeles County,201811,1.45
Los Angeles County,201812,2.41
Los Angeles County,201901,5.64
Los Angeles County,201902,6.38
Los Angeles County,201903,2.65
Los Angeles County,201904,0.14
Los Angeles County,201905,1.19
Los Angeles County,201906,0.03
Los Angeles County,201907,0.01
Los Angeles County,201908,0
Los Angeles County,201909,0.04
Los Angeles County,201910,0
Los Angeles County,201911,2.36
Los Angeles County,201912,4.96
Los Angeles County,202001,0.24
Los Angeles County,202002,0.14
Los Angeles County,202003,4.9
Los Angeles County,202004,3.81
Los Angeles County,202005,0.16
Los Angeles County,202006,0.01
Los Angeles County,202007,0
Los Angeles County,202008,0.02
Los Angeles County,202009,0
Los Angeles County,202010,0
Madera County,201101,2.23
Madera County,201102,3.54
Madera County,201103,7.9
Madera County,201104,0.84
Madera County,201105,1.48
Madera County,201106,1.2
Madera County,201107,0.1
Madera County,201108,0.04
Madera County,201109,0.23
Madera County,201110,1.41
Madera County,201111,1.05
Madera County,201112,0.03
Madera County,201201,2.81
Madera County,201202,0.86
Madera County,201203,3.94
Madera County,201204,2.58
Madera County,201205,0.06
Madera County,201206,0.22
Madera County,201207,0.03
Madera County,201208,0.14
Madera County,201209,0.01
Madera County,201210,0.6
Madera County,201211,2.9
Madera County,201212,6.6
Madera County,201301,1.13
Madera County,201302,0.79
Madera County,201303,1.19
Madera County,201304,0.87
Madera County,201305,0.44
Madera County,201306,0.05
Madera County,201307,0.13
Madera County,201308,0.07
Madera County,201309,0.28
Madera County,201310,0.4
Madera County,201311,0.58
Madera County,201312,0.71
Madera County,201401,0.92
Madera County,201402,2.87
Madera County,201403,1.94
Madera County,201404,1.59
Madera County,201405,0.24
Madera County,201406,0.02
Madera County,201407,0.21
Madera County,201408,0.12
Madera County,201409,0.47
Madera County,201410,0.14
Madera County,201411,1.39
Madera County,201412,4.05
Madera County,201501,0.16
Madera County,201502,1.82
Madera County,201503,0.25
Madera County,201504,1.69
Madera County,201505,0.91
Madera County,201506,0.14
Madera County,201507,0.51
Madera County,201508,0.02
Madera County,201509,0.28
Madera County,201510,1.22
Madera County,201511,3.05
Madera County,201512,4.37
Madera County,201601,6.12
Madera County,201602,1.13
Madera County,201603,4.57
Madera County,201604,2.53
Madera County,201605,0.63
Madera County,201606,0.23
Madera County,201607,0.02
Madera County,201608,0.01
Madera County,201609,0.08
Madera County,201610,2.44
Madera County,201611,1.71
Madera County,201612,4.61
Madera County,201701,11.94
Madera County,201702,8.14
Madera County,201703,2.34
Madera County,201704,3.25
Madera County,201705,0.33
Madera County,201706,0.14
Madera County,201707,0
Madera County,201708,0.44
Madera County,201709,0.78
Madera County,201710,0.21
Madera County,201711,2.03
Madera County,201712,0.16
Madera County,201801,2.56
Madera County,201802,0.59
Madera County,201803,8.71
Madera County,201804,2.18
Madera County,201805,0.37
Madera County,201806,0
Madera County,201807,0.11
Madera County,201808,0.01
Madera County,201809,0.05
Madera County,201810,0.5
Madera County,201811,4.2
Madera County,201812,1.44
Madera County,201901,4.9
Madera County,201902,6.9
Madera County,201903,4.19
Madera County,201904,0.86
Madera County,201905,3.63
Madera County,201906,0.12
Madera County,201907,0.09
Madera County,201908,0
Madera County,201909,0.04
Madera County,201910,0.01
Madera County,201911,1.2
Madera County,201912,3.36
Madera County,202001,0.92
Madera County,202002,0.1
Madera County,202003,3.37
Madera County,202004,3.1
Madera County,202005,0.67
Madera County,202006,0.11
Madera County,202007,0.02
Madera County,202008,0.07
Madera County,202009,0.03
Madera County,202010,0.02
Marin County,201101,2.18
Marin County,201102,5.9
Marin County,201103,11.83
Marin County,201104,0.83
Marin County,201105,1.73
Marin County,201106,1.24
Marin County,201107,0.01
Marin County,201108,0.02
Marin County,201109,0.01
Marin County,201110,2.25
Marin County,201111,2.34
Marin County,201112,0.15
Marin County,201201,6.35
Marin County,201202,1.77
Marin County,201203,10.84
Marin County,201204,2.65
Marin County,201205,0.13
Marin County,201206,0.07
Marin County,201207,0.03
Marin County,201208,0
Marin County,201209,0
Marin County,201210,1.89
Marin County,201211,8.52
Marin County,201212,12.01
Marin County,201301,0.9
Marin County,201302,0.53
Marin County,201303,1.3
Marin County,201304,1.52
Marin County,201305,0.16
Marin County,201306,0.95
Marin County,201307,0.01
Marin County,201308,0.05
Marin County,201309,0.66
Marin County,201310,0
Marin County,201311,1.74
Marin County,201312,0.58
Marin County,201401,0.1
Marin County,201402,11.33
Marin County,201403,4.09
Marin County,201404,2.05
Marin County,201405,0.09
Marin County,201406,0.01
Marin County,201407,0.05
Marin County,201408,0.09
Marin County,201409,0.52
Marin County,201410,0.9
Marin County,201411,3.81
Marin County,201412,17.2
Marin County,201501,0.05
Marin County,201502,3.53
Marin County,201503,0.26
Marin County,201504,1.88
Marin County,201505,0.12
Marin County,201506,0.27
Marin County,201507,0.07
Marin County,201508,0.03
Marin County,201509,0.27
Marin County,201510,0.06
Marin County,201511,1.84
Marin County,201512,7.55
Marin County,201601,10.73
Marin County,201602,1.17
Marin County,201603,9.7
Marin County,201604,1.51
Marin County,201605,0.22
Marin County,201606,0.03
Marin County,201607,0
Marin County,201608,0.01
Marin County,201609,0
Marin County,201610,6.33
Marin County,201611,4.04
Marin County,201612,7.07
Marin County,201701,17.01
Marin County,201702,13.84
Marin County,201703,4.45
Marin County,201704,4.65
Marin County,201705,0.07
Marin County,201706,0.3
Marin County,201707,0
Marin County,201708,0
Marin County,201709,0.1
Marin County,201710,0.24
Marin County,201711,5.1
Marin County,201712,0.09
Marin County,201801,6.77
Marin County,201802,0.37
Marin County,201803,8.32
Marin County,201804,5.04
Marin County,201805,0.13
Marin County,201806,0
Marin County,201807,0
Marin County,201808,0.02
Marin County,201809,0.02
Marin County,201810,1.29
Marin County,201811,5.19
Marin County,201812,3.34
Marin County,201901,7.95
Marin County,201902,15.07
Marin County,201903,7.21
Marin County,201904,1.13
Marin County,201905,3.56
Marin County,201906,0.01
Marin County,201907,0
Marin County,201908,0
Marin County,201909,0.1
Marin County,201910,0.02
Marin County,201911,1.53
Marin County,201912,10.12
Marin County,202001,3.56
Marin County,202002,0
Marin County,202003,2.16
Marin County,202004,1.47
Marin County,202005,1.24
Marin County,202006,0
Marin County,202007,0.01
Marin County,202008,0.25
Marin County,202009,0
Marin County,202010,0
Mariposa County,201101,2.71
Mariposa County,201102,5.54
Mariposa County,201103,10.93
Mariposa County,201104,1.01
Mariposa County,201105,2.44
Mariposa County,201106,1.81
Mariposa County,201107,0.02
Mariposa County,201108,0.03
Mariposa County,201109,0.36
Mariposa County,201110,2.06
Mariposa County,201111,1.26
Mariposa County,201112,0.02
Mariposa County,201201,3.82
Mariposa County,201202,1.12
Mariposa County,201203,5.12
Mariposa County,201204,3.48
Mariposa County,201205,0.11
Mariposa County,201206,0.52
Mariposa County,201207,0.04
Mariposa County,201208,0.05
Mariposa County,201209,0.03
Mariposa County,201210,0.79
Mariposa County,201211,4.04
Mariposa County,201212,10.87
Mariposa County,201301,1.09
Mariposa County,201302,0.76
Mariposa County,201303,2.03
Mariposa County,201304,1.14
Mariposa County,201305,1.04
Mariposa County,201306,0.12
Mariposa County,201307,0.12
Mariposa County,201308,0.02
Mariposa County,201309,0.33
Mariposa County,201310,0.7
Mariposa County,201311,1.08
Mariposa County,201312,0.96
Mariposa County,201401,1.43
Mariposa County,201402,3.9
Mariposa County,201403,3.06
Mariposa County,201404,2.01
Mariposa County,201405,0.39
Mariposa County,201406,0.05
Mariposa County,201407,0.31
Mariposa County,201408,0.08
Mariposa County,201409,0.68
Mariposa County,201410,0.12
Mariposa County,201411,2.16
Mariposa County,201412,5.25
Mariposa County,201501,0.13
Mariposa County,201502,2.46
Mariposa County,201503,0.38
Mariposa County,201504,2.11
Mariposa County,201505,1.26
Mariposa County,201506,0.23
Mariposa County,201507,0.66
Mariposa County,201508,0.02
Mariposa County,201509,0.13
Mariposa County,201510,1.72
Mariposa County,201511,4.23
Mariposa County,201512,6.67
Mariposa County,201601,8.08
Mariposa County,201602,1.39
Mariposa County,201603,7.28
Mariposa County,201604,3.31
Mariposa County,201605,0.8
Mariposa County,201606,0.18
Mariposa County,201607,0.01
Mariposa County,201608,0
Mariposa County,201609,0.05
Mariposa County,201610,4.5
Mariposa County,201611,2.28
Mariposa County,201612,6.82
Mariposa County,201701,14.89
Mariposa County,201702,11.57
Mariposa County,201703,4.14
Mariposa County,201704,4.76
Mariposa County,201705,0.45
Mariposa County,201706,0.29
Mariposa County,201707,0
Mariposa County,201708,0.5
Mariposa County,201709,0.91
Mariposa County,201710,0.4
Mariposa County,201711,3.79
Mariposa County,201712,0.29
Mariposa County,201801,3.75
Mariposa County,201802,0.91
Mariposa County,201803,11.99
Mariposa County,201804,3.4
Mariposa County,201805,0.55
Mariposa County,201806,0
Mariposa County,201807,0.06
Mariposa County,201808,0.01
Mariposa County,201809,0.08
Mariposa County,201810,0.87
Mariposa County,201811,6.12
Mariposa County,201812,2.43
Mariposa County,201901,6.52
Mariposa County,201902,11.35
Mariposa County,201903,6.03
Mariposa County,201904,1.18
Mariposa County,201905,4.72
Mariposa County,201906,0.17
Mariposa County,201907,0.05
Mariposa County,201908,0
Mariposa County,201909,0.23
Mariposa County,201910,0.02
Mariposa County,201911,1.69
Mariposa County,201912,6.1
Mariposa County,202001,1.36
Mariposa County,202002,0.1
Mariposa County,202003,4.52
Mariposa County,202004,3.45
Mariposa County,202005,1.83
Mariposa County,202006,0.1
Mariposa County,202007,0.02
Mariposa County,202008,0.04
Mariposa County,202009,0.04
Mariposa County,202010,0.04
Mendocino County,201101,2.77
Mendocino County,201102,6.28
Mendocino County,201103,16.51
Mendocino County,201104,1.79
Mendocino County,201105,2.66
Mendocino County,201106,1.69
Mendocino County,201107,0.06
Mendocino County,201108,0.01
Mendocino County,201109,0.14
Mendocino County,201110,5.57
Mendocino County,201111,4.39
Mendocino County,201112,1.03
Mendocino County,201201,8.28
Mendocino County,201202,3.27
Mendocino County,201203,13.54
Mendocino County,201204,3.34
Mendocino County,201205,0.37
Mendocino County,201206,0.26
Mendocino County,201207,0.02
Mendocino County,201208,0.01
Mendocino County,201209,0.01
Mendocino County,201210,2.88
Mendocino County,201211,10.78
Mendocino County,201212,16.82
Mendocino County,201301,2.06
Mendocino County,201302,1.1
Mendocino County,201303,3.63
Mendocino County,201304,2.18
Mendocino County,201305,0.64
Mendocino County,201306,1.33
Mendocino County,201307,0.08
Mendocino County,201308,0.06
Mendocino County,201309,1.7
Mendocino County,201310,0.01
Mendocino County,201311,1.9
Mendocino County,201312,0.81
Mendocino County,201401,0.88
Mendocino County,201402,11.76
Mendocino County,201403,10.79
Mendocino County,201404,2.09
Mendocino County,201405,0.18
Mendocino County,201406,0.04
Mendocino County,201407,0
Mendocino County,201408,0.18
Mendocino County,201409,1.41
Mendocino County,201410,3.19
Mendocino County,201411,6.67
Mendocino County,201412,18.24
Mendocino County,201501,1.04
Mendocino County,201502,7.23
Mendocino County,201503,1.28
Mendocino County,201504,3.08
Mendocino County,201505,0.27
Mendocino County,201506,0.07
Mendocino County,201507,0.24
Mendocino County,201508,0.25
Mendocino County,201509,0.93
Mendocino County,201510,0.3
Mendocino County,201511,3.54
Mendocino County,201512,17.19
Mendocino County,201601,16.86
Mendocino County,201602,2.85
Mendocino County,201603,15.39
Mendocino County,201604,2.04
Mendocino County,201605,1.12
Mendocino County,201606,0.46
Mendocino County,201607,0.01
Mendocino County,201608,0.01
Mendocino County,201609,0.02
Mendocino County,201610,9.32
Mendocino County,201611,7.65
Mendocino County,201612,10.19
Mendocino County,201701,20.27
Mendocino County,201702,17.66
Mendocino County,201703,6.24
Mendocino County,201704,5.88
Mendocino County,201705,0.27
Mendocino County,201706,0.26
Mendocino County,201707,0.01
Mendocino County,201708,0.01
Mendocino County,201709,0.21
Mendocino County,201710,0.86
Mendocino County,201711,8.68
Mendocino County,201712,0.69
Mendocino County,201801,9.85
Mendocino County,201802,0.89
Mendocino County,201803,8.64
Mendocino County,201804,7.38
Mendocino County,201805,0.42
Mendocino County,201806,0.1
Mendocino County,201807,0.01
Mendocino County,201808,0.01
Mendocino County,201809,0.22
Mendocino County,201810,1.59
Mendocino County,201811,6.32
Mendocino County,201812,6.29
Mendocino County,201901,11.31
Mendocino County,201902,20.92
Mendocino County,201903,9.87
Mendocino County,201904,2.22
Mendocino County,201905,5.34
Mendocino County,201906,0.02
Mendocino County,201907,0.01
Mendocino County,201908,0.35
Mendocino County,201909,0.71
Mendocino County,201910,0.37
Mendocino County,201911,2.1
Mendocino County,201912,9.17
Mendocino County,202001,7.39
Mendocino County,202002,0.08
Mendocino County,202003,2.81
Mendocino County,202004,1.57
Mendocino County,202005,2.64
Mendocino County,202006,0.07
Mendocino County,202007,0.01
Mendocino County,202008,0.3
Mendocino County,202009,0.11
Mendocino County,202010,0.09
Merced County,201101,1.24
Merced County,201102,2.01
Merced County,201103,3.72
Merced County,201104,0.19
Merced County,201105,0.61
Merced County,201106,0.42
Merced County,201107,0
Merced County,201108,0
Merced County,201109,0
Merced County,201110,0.87
Merced County,201111,0.88
Merced County,201112,0.1
Merced County,201201,0.99
Merced County,201202,0.47
Merced County,201203,2.14
Merced County,201204,1.49
Merced County,201205,0.02
Merced County,201206,0.23
Merced County,201207,0.01
Merced County,201208,0
Merced County,201209,0.02
Merced County,201210,0.25
Merced County,201211,1.43
Merced County,201212,3.11
Merced County,201301,1.05
Merced County,201302,0.35
Merced County,201303,0.58
Merced County,201304,0.41
Merced County,201305,0.09
Merced County,201306,0.05
Merced County,201307,0
Merced County,201308,0
Merced County,201309,0.03
Merced County,201310,0.05
Merced County,201311,0.58
Merced County,201312,0.31
Merced County,201401,0.39
Merced County,201402,1.95
Merced County,201403,1.43
Merced County,201404,0.63
Merced County,201405,0.02
Merced County,201406,0
Merced County,201407,0
Merced County,201408,0
Merced County,201409,0.05
Merced County,201410,0.26
Merced County,201411,1.24
Merced County,201412,4.15
Merced County,201501,0.02
Merced County,201502,1.2
Merced County,201503,0.21
Merced County,201504,0.66
Merced County,201505,0.34
Merced County,201506,0
Merced County,201507,0.01
Merced County,201508,0.03
Merced County,201509,0.01
Merced County,201510,0.42
Merced County,201511,2.34
Merced County,201512,1.74
Merced County,201601,4.66
Merced County,201602,0.42
Merced County,201603,3.06
Merced County,201604,1.79
Merced County,201605,0.39
Merced County,201606,0
Merced County,201607,0
Merced County,201608,0
Merced County,201609,0
Merced County,201610,1.63
Merced County,201611,0.8
Merced County,201612,1.71
Merced County,201701,5.81
Merced County,201702,3.73
Merced County,201703,1.39
Merced County,201704,1.02
Merced County,201705,0.12
Merced County,201706,0.02
Merced County,201707,0
Merced County,201708,0
Merced County,201709,0.03
Merced County,201710,0.12
Merced County,201711,0.7
Merced County,201712,0.08
Merced County,201801,2.2
Merced County,201802,0.37
Merced County,201803,3.1
Merced County,201804,1.06
Merced County,201805,0.07
Merced County,201806,0
Merced County,201807,0
Merced County,201808,0
Merced County,201809,0
Merced County,201810,0.05
Merced County,201811,2.28
Merced County,201812,1.37
Merced County,201901,2.3
Merced County,201902,3.59
Merced County,201903,2.17
Merced County,201904,0.12
Merced County,201905,1.37
Merced County,201906,0
Merced County,201907,0
Merced County,201908,0
Merced County,201909,0.03
Merced County,201910,0
